speaker_id,text,audio_path,duration,source,language,gender
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,انتظرنا ابنتنا حتى استعادت صوابها.,/data/common_voice_17/arabic/common_voice_ar_24031937.wav,4.3275,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,التقيتها صدفة في القطار أول أمس.,/data/common_voice_17/arabic/common_voice_ar_24031939.wav,4.0035,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,إنّ الكتابَ سهلٌ.,/data/common_voice_17/arabic/common_voice_ar_24031940.wav,3.2475,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,في أرض العميان الأعور هو الملك.,/data/common_voice_17/arabic/common_voice_ar_24031959.wav,4.3275,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,هل أنت مجنون؟,/data/common_voice_17/arabic/common_voice_ar_24031962.wav,2.7435,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,طوله ثلاثون مترًا.,/data/common_voice_17/arabic/common_voice_ar_24031963.wav,3.4275,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,ذاك كتابك.,/data/common_voice_17/arabic/common_voice_ar_24031964.wav,2.8875,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,لديهم حس الفكاهة.,/data/common_voice_17/arabic/common_voice_ar_24031983.wav,3.5355,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,كَلَّا بَلْ تُكَذِّبُونَ بِالدِّينِ,/data/common_voice_17/arabic/common_voice_ar_24031985.wav,3.7155,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,فشاربون عليه من الحميم,/data/common_voice_17/arabic/common_voice_ar_24031988.wav,4.1475,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,أَفَلَا يَتُوبُونَ إِلَى اللَّهِ وَيَسْتَغْفِرُونَهُ وَاللَّهُ غَفُورٌ رَحِيمٌ,/data/common_voice_17/arabic/common_voice_ar_24031994.wav,5.6235,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,فَهُوَ لَا صَدِيقٌ يُرْجَى ، وَلَا عَدُوٌّ يُخْشَى,/data/common_voice_17/arabic/common_voice_ar_24031996.wav,4.9035,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,ما هو حجم الكون؟,/data/common_voice_17/arabic/common_voice_ar_24032011.wav,2.7435,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,مَن صَرخَ؟,/data/common_voice_17/arabic/common_voice_ar_24032013.wav,2.3475,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,ماذا للغداء ؟,/data/common_voice_17/arabic/common_voice_ar_24032018.wav,3.1035,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,وَمَا ذَلِكَ عَلَى اللَّهِ بِعَزِيزٍ,/data/common_voice_17/arabic/common_voice_ar_24032022.wav,3.4275,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,أَمْ حَسِبَ الَّذِينَ يَعْمَلُونَ السَّيِّئَاتِ أَنْ يَسْبِقُونَا سَاءَ مَا يَحْكُمُونَ,/data/common_voice_17/arabic/common_voice_ar_24032038.wav,5.9475,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,عندما كنت في المدرسة الثانوية كنت أعرف الكثير من النكات.,/data/common_voice_17/arabic/common_voice_ar_24032039.wav,6.5235,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,هل تناولت فطور الصباح ؟,/data/common_voice_17/arabic/common_voice_ar_24032040.wav,3.2475,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,وقال لفتيانه اجعلوا بضاعتهم في رحالهم لعلهم يعرفونها إذا انقلبوا إلى أهلهم لعلهم يرجعون,/data/common_voice_17/arabic/common_voice_ar_24032041.wav,8.5755,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,وَلَا إظْهَارِ كَلِمَةِ الْحَقِّ,/data/common_voice_17/arabic/common_voice_ar_24032042.wav,3.7155,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,إِنَّ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُمْ جَنَّاتٌ تَجْرِي مِنْ تَحْتِهَا الْأَنْهَارُ ذَلِكَ الْفَوْزُ الْكَبِيرُ,/data/common_voice_17/arabic/common_voice_ar_24032052.wav,7.4235,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,فَإِنْ لَمْ تَكُونُوا عُلَمَاءَ صَالِحِينَ فَجَالِسُوا الْعُلَمَاءَ وَاسْمَعُوا عِلْمًا يَدُلُّكُمْ عَلَى الْهُدَى,/data/common_voice_17/arabic/common_voice_ar_24032054.wav,7.7475,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,أبي يمشي.,/data/common_voice_17/arabic/common_voice_ar_24032056.wav,2.4555,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,البيت صغير.,/data/common_voice_17/arabic/common_voice_ar_24032058.wav,2.2035,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,فأوجس في نفسه خيفة موسى,/data/common_voice_17/arabic/common_voice_ar_24032059.wav,3.9675,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,لقد واجهَت الكثير من الصعوبات.,/data/common_voice_17/arabic/common_voice_ar_24032069.wav,4.3275,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,فَأَوْجَسَ مِنْهُمْ خِيفَةً قَالُوا لَا تَخَفْ وَبَشَّرُوهُ بِغُلَامٍ عَلِيمٍ,/data/common_voice_17/arabic/common_voice_ar_24032071.wav,6.7755,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,كان سعيدا جدا.,/data/common_voice_17/arabic/common_voice_ar_24032072.wav,3.3555,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,لن أردّ على الأسئلة.,/data/common_voice_17/arabic/common_voice_ar_24032074.wav,3.0675,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,ينتقي الشعراء أطيب الكلام.,/data/common_voice_17/arabic/common_voice_ar_24032076.wav,3.7155,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,مَّتَاعًا لَّكُمْ وَلِأَنْعَامِكُمْ,/data/common_voice_17/arabic/common_voice_ar_24032104.wav,3.5355,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,وَوَهَبْنَا لَهُ أَهْلَهُ وَمِثْلَهُمْ مَعَهُمْ رَحْمَةً مِنَّا وَذِكْرَى لِأُولِي الْأَلْبَابِ,/data/common_voice_17/arabic/common_voice_ar_24032107.wav,5.5155,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,خير لي أن اعيش بالفقر باطمئنان من أن اعيش الرفاهية مع الخوف,/data/common_voice_17/arabic/common_voice_ar_24032108.wav,5.5155,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,إنَّ النِّسَاءَ رَيَاحِينُ خُلِقْنَ لَكُمْ وَكُلُّكُمْ يَشْتَهِي شَمَّ الرَّيَاحِينِ فَقَالَ رَضِيَ اللَّهُ عَنْهُ,/data/common_voice_17/arabic/common_voice_ar_24032113.wav,8.1435,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,الفرق في الاستخدام بين الكلمتين واضح.,/data/common_voice_17/arabic/common_voice_ar_24032128.wav,4.1475,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,يَعْلَمُونَ ظَاهِرًا مِنَ الْحَيَاةِ الدُّنْيَا وَهُمْ عَنِ الْآخِرَةِ هُمْ غَافِلُونَ,/data/common_voice_17/arabic/common_voice_ar_24032130.wav,5.4435,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,كالمهل يغلي في البطون,/data/common_voice_17/arabic/common_voice_ar_24032132.wav,3.6075,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,لكِ يا مِصْرُ السلامة وسَلامًا يا بلادي,/data/common_voice_17/arabic/common_voice_ar_24032133.wav,4.8675,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,سامي هو التّالي.,/data/common_voice_17/arabic/common_voice_ar_24032145.wav,3.1035,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,وَمَا أَصَابَكُمْ مِنْ مُصِيبَةٍ فَبِمَا كَسَبَتْ أَيْدِيكُمْ وَيَعْفُو عَنْ كَثِيرٍ,/data/common_voice_17/arabic/common_voice_ar_24032146.wav,6.0555,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,ثمه امر آخر.,/data/common_voice_17/arabic/common_voice_ar_24032148.wav,3.0675,common_voice,arabic,unknown
7e7bf0cddb613da46a01db576c0a6106cb52be0d41ed866428fe960c5156bc0a1c016e91e69a2b03c9b01ef6d60d7b623670d24be1a6c08002dbe067eccfee5d,وزرابي مبثوثة,/data/common_voice_17/arabic/common_voice_ar_24032152.wav,2.9235,common_voice,arabic,unknown
f6627e6cc916c6a7e6e79fc3d978efd39c0f33af92826a9a8e2a77a8863aa0c962f5f3aae23e7a26f899f37102520f0778c99ec782bfa20b9a67c03377c73d64,ليت حظي كلحظة العين منها,/data/common_voice_17/arabic/common_voice_ar_28317156.wav,3.7875,common_voice,arabic,unknown
f6627e6cc916c6a7e6e79fc3d978efd39c0f33af92826a9a8e2a77a8863aa0c962f5f3aae23e7a26f899f37102520f0778c99ec782bfa20b9a67c03377c73d64,نزل الأحبة خطة الأعداء,/data/common_voice_17/arabic/common_voice_ar_28317157.wav,4.0755,common_voice,arabic,unknown
f6627e6cc916c6a7e6e79fc3d978efd39c0f33af92826a9a8e2a77a8863aa0c962f5f3aae23e7a26f899f37102520f0778c99ec782bfa20b9a67c03377c73d64,أيا من ليس يرضيه مديح,/data/common_voice_17/arabic/common_voice_ar_28317158.wav,4.0755,common_voice,arabic,unknown
f6627e6cc916c6a7e6e79fc3d978efd39c0f33af92826a9a8e2a77a8863aa0c962f5f3aae23e7a26f899f37102520f0778c99ec782bfa20b9a67c03377c73d64,هبطت الطائرة.,/data/common_voice_17/arabic/common_voice_ar_28317160.wav,3.5355,common_voice,arabic,unknown
2459509b260d154be83eea48e41b92c79b671b0e318ac45b2048c860bb70cd4c7a0a5cdeb8ab477a1ff2f6dd4132cbcb21777369ff715089a1595e2e07961679,.لا تلمس الجرح,/data/common_voice_17/arabic/common_voice_ar_22728524.wav,5.981625,common_voice,arabic,unknown
cbd7a5b6c2ecc3826a06db1cfa99d2f1ca3bd92a95098608f8924d59750b0370ab79189927b714acc5121237f6804d6fbf333a6a4b3f2c467d5f67f10c05b123,فيك السعيدان اللذان تباريا,/data/common_voice_17/arabic/common_voice_ar_25192758.wav,4.9035,common_voice,arabic,unknown
cbd7a5b6c2ecc3826a06db1cfa99d2f1ca3bd92a95098608f8924d59750b0370ab79189927b714acc5121237f6804d6fbf333a6a4b3f2c467d5f67f10c05b123,لقد سُرِقت دراجتي الإسبوع الفائت.,/data/common_voice_17/arabic/common_voice_ar_25192761.wav,5.0835,common_voice,arabic,unknown
cbd7a5b6c2ecc3826a06db1cfa99d2f1ca3bd92a95098608f8924d59750b0370ab79189927b714acc5121237f6804d6fbf333a6a4b3f2c467d5f67f10c05b123,الكرسي الكهربائي الخاص بالإعدام إخترعه طبيب أسنان.,/data/common_voice_17/arabic/common_voice_ar_25192765.wav,7.7475,common_voice,arabic,unknown
cbd7a5b6c2ecc3826a06db1cfa99d2f1ca3bd92a95098608f8924d59750b0370ab79189927b714acc5121237f6804d6fbf333a6a4b3f2c467d5f67f10c05b123,قمتَ بعمل جيد يا جمال.,/data/common_voice_17/arabic/common_voice_ar_25192768.wav,4.5435,common_voice,arabic,unknown
cbd7a5b6c2ecc3826a06db1cfa99d2f1ca3bd92a95098608f8924d59750b0370ab79189927b714acc5121237f6804d6fbf333a6a4b3f2c467d5f67f10c05b123,هكذا فليكن قرار العيون,/data/common_voice_17/arabic/common_voice_ar_25192813.wav,4.9755,common_voice,arabic,unknown
cbd7a5b6c2ecc3826a06db1cfa99d2f1ca3bd92a95098608f8924d59750b0370ab79189927b714acc5121237f6804d6fbf333a6a4b3f2c467d5f67f10c05b123,وما راحة المرزوء في رزء غيره,/data/common_voice_17/arabic/common_voice_ar_25192814.wav,4.7235,common_voice,arabic,unknown
cbd7a5b6c2ecc3826a06db1cfa99d2f1ca3bd92a95098608f8924d59750b0370ab79189927b714acc5121237f6804d6fbf333a6a4b3f2c467d5f67f10c05b123,حيث انتهيت من الهجران بي فقف,/data/common_voice_17/arabic/common_voice_ar_25192815.wav,4.8675,common_voice,arabic,unknown
c89df933b22fb50bbd8441d2203b1b8c34f4a987a3769d32bd6016775d24245ed6508ab96ce391a9d88371d8dfa4a516d37be42b17f65ff6679bf84e1ad303a0,سأدفع أنا.,/data/common_voice_17/arabic/common_voice_ar_19204864.wav,2.309625,common_voice,arabic,unknown
c89df933b22fb50bbd8441d2203b1b8c34f4a987a3769d32bd6016775d24245ed6508ab96ce391a9d88371d8dfa4a516d37be42b17f65ff6679bf84e1ad303a0,.يتحدث توم اليابانية بطلاقة,/data/common_voice_17/arabic/common_voice_ar_19204866.wav,4.301625,common_voice,arabic,unknown
c89df933b22fb50bbd8441d2203b1b8c34f4a987a3769d32bd6016775d24245ed6508ab96ce391a9d88371d8dfa4a516d37be42b17f65ff6679bf84e1ad303a0,الساعة مثبتة فوق الحائط.,/data/common_voice_17/arabic/common_voice_ar_19204867.wav,3.941625,common_voice,arabic,unknown
c89df933b22fb50bbd8441d2203b1b8c34f4a987a3769d32bd6016775d24245ed6508ab96ce391a9d88371d8dfa4a516d37be42b17f65ff6679bf84e1ad303a0,""" كم عمرك ؟ "" "" ستة عشر عاماً """,/data/common_voice_17/arabic/common_voice_ar_19204868.wav,3.869625,common_voice,arabic,unknown
c89df933b22fb50bbd8441d2203b1b8c34f4a987a3769d32bd6016775d24245ed6508ab96ce391a9d88371d8dfa4a516d37be42b17f65ff6679bf84e1ad303a0,أنا شاكر لمساعدتك لي.,/data/common_voice_17/arabic/common_voice_ar_19204869.wav,3.269625,common_voice,arabic,unknown
c89df933b22fb50bbd8441d2203b1b8c34f4a987a3769d32bd6016775d24245ed6508ab96ce391a9d88371d8dfa4a516d37be42b17f65ff6679bf84e1ad303a0,طاب مساؤك. أحلام سعيدة .,/data/common_voice_17/arabic/common_voice_ar_19204870.wav,3.509625,common_voice,arabic,unknown
c89df933b22fb50bbd8441d2203b1b8c34f4a987a3769d32bd6016775d24245ed6508ab96ce391a9d88371d8dfa4a516d37be42b17f65ff6679bf84e1ad303a0,.مشى إلى البيت,/data/common_voice_17/arabic/common_voice_ar_19204871.wav,2.381625,common_voice,arabic,unknown
c89df933b22fb50bbd8441d2203b1b8c34f4a987a3769d32bd6016775d24245ed6508ab96ce391a9d88371d8dfa4a516d37be42b17f65ff6679bf84e1ad303a0,هل تحتاج لمساعدة ؟,/data/common_voice_17/arabic/common_voice_ar_19204872.wav,3.101625,common_voice,arabic,unknown
c89df933b22fb50bbd8441d2203b1b8c34f4a987a3769d32bd6016775d24245ed6508ab96ce391a9d88371d8dfa4a516d37be42b17f65ff6679bf84e1ad303a0,رحل جون إلى فرنسا البارحة.,/data/common_voice_17/arabic/common_voice_ar_19204877.wav,3.269625,common_voice,arabic,unknown
c89df933b22fb50bbd8441d2203b1b8c34f4a987a3769d32bd6016775d24245ed6508ab96ce391a9d88371d8dfa4a516d37be42b17f65ff6679bf84e1ad303a0,سني يؤلمني.,/data/common_voice_17/arabic/common_voice_ar_19204881.wav,2.381625,common_voice,arabic,unknown
dd0c3abec3d6370588728057e85ecb746a6e798a4c2d15bd3b8c2f6dc5a895d1e00fa2649ae1bf28af6fec7d70547a800969d11ca0258f969ccb78784b0618df,بيتي بعيد عن هنا.,/data/common_voice_17/arabic/common_voice_ar_19220070.wav,5.141625,common_voice,arabic,unknown
e2a7a81f9f1acdb950d53262d3660986ba4eac043aa30ec00ea65fa53f201c7c1232ee121550fedfd945ffe15dad6974218e4c6cb170be575ca5080afb2fb34e,اتبعه.,/data/common_voice_17/arabic/common_voice_ar_23973089.wav,2.405625,common_voice,arabic,unknown
e2a7a81f9f1acdb950d53262d3660986ba4eac043aa30ec00ea65fa53f201c7c1232ee121550fedfd945ffe15dad6974218e4c6cb170be575ca5080afb2fb34e,سألتني سؤالاً.,/data/common_voice_17/arabic/common_voice_ar_23973090.wav,2.981625,common_voice,arabic,unknown
e2a7a81f9f1acdb950d53262d3660986ba4eac043aa30ec00ea65fa53f201c7c1232ee121550fedfd945ffe15dad6974218e4c6cb170be575ca5080afb2fb34e,كيف يكون عندك لابتوب ولا يكون عندك جوال ؟,/data/common_voice_17/arabic/common_voice_ar_23973121.wav,4.709625,common_voice,arabic,unknown
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,مستودع البكر مريم حامل عجبا,/data/common_voice_17/arabic/common_voice_ar_28041900.wav,4.4355,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,أتزودت من ضياء البدور,/data/common_voice_17/arabic/common_voice_ar_28041903.wav,4.1835,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,كانت ليلى ممرّضة معتمدة تعمل في مركز معروف لمعالجة السّرطان.,/data/common_voice_17/arabic/common_voice_ar_28041904.wav,6.8475,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,قل للذين جفوني إذا لهجت بهم,/data/common_voice_17/arabic/common_voice_ar_28041905.wav,4.7235,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,ما كنت يا بحر المكارم أحسب,/data/common_voice_17/arabic/common_voice_ar_28041906.wav,3.9675,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,مقدم الخلقة ممقوتها,/data/common_voice_17/arabic/common_voice_ar_28041907.wav,4.3275,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,قبيح بمن ضاقت عن الأرض أرضه,/data/common_voice_17/arabic/common_voice_ar_28041908.wav,4.3635,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,يا دمنهور ارقبيه موكبا,/data/common_voice_17/arabic/common_voice_ar_28041909.wav,4.1835,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,لو تداركتني بوعد غرور,/data/common_voice_17/arabic/common_voice_ar_28041910.wav,4.0755,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,أبا بحر سلام الله يترى,/data/common_voice_17/arabic/common_voice_ar_28041911.wav,4.1475,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,ما فيه معنى لمشتهيه,/data/common_voice_17/arabic/common_voice_ar_28041913.wav,3.2835,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,لديّ حساسيّة من الحليب.,/data/common_voice_17/arabic/common_voice_ar_28041918.wav,3.4275,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,وبدر دجى يمشي به غصن رطب,/data/common_voice_17/arabic/common_voice_ar_28041930.wav,3.6075,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,هز اللواء بعزك الإسلام,/data/common_voice_17/arabic/common_voice_ar_28041931.wav,3.5355,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,معذرة,/data/common_voice_17/arabic/common_voice_ar_28041933.wav,2.3835,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,ذو هِمَّةٍ يُبلى بِرِزقٍ ضَيِّقِ,/data/common_voice_17/arabic/common_voice_ar_28041934.wav,3.7155,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,ساد الملوك ثلاثة ما منهم,/data/common_voice_17/arabic/common_voice_ar_28041940.wav,3.0675,common_voice,arabic,female
6dd9ee6a1a926f897004479affe25c9f74cc1cec7878eb251851a4e0233da9cd8699d0124304a5dadda82edd6d6e22742b3a1067d4de04a2265a5be3777853ae,يا أبا صالح صديق الصلاح,/data/common_voice_17/arabic/common_voice_ar_28041941.wav,3.4635,common_voice,arabic,female
