sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct
d63b09f726cfe074f2f66537b8ddd5abcc3d8f90378f5703b7f4e95390a52551,"A 20-year-old man is brought to the emergency room after rupturing his spleen in a motorcycle accident. His blood pressure on admission is 80/60 mmHg. Analysis of arterial blood gases demonstrates metabolic acidosis. This patient is most likely suffering from which of the following conditions? 
",no rationale,5,A,Hypovolemic shock,Cardiogenic shock,Septic shock,Neurogenic shock,Acute pancreatitis,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 20-year-old man is brought to the emergency room after rupturing his spleen in a motorcycle accident. His blood pressure on admission is 80/60 mmHg. Analysis of arterial blood gases demonstrates metabolic acidosis. This patient is most likely suffering from which of the following conditions? 

###Options:
A.  Hypovolemic shock
B.  Cardiogenic shock
C.  Septic shock
D.  Neurogenic shock
E.  Acute pancreatitis

###Answer:",A,A,True
4d1d26d358ae6d2c7bc8216364848a3100047a4e68d3e72d209db95edbc19bde,"Features of shock include the following EXCEPT 





",no rationale,5,E,Reduced tissue perfusion,Acute  respiratory distress syndrome (ARDS),Oliguria,Hypotension,Alkalosis,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Features of shock include the following EXCEPT 






###Options:
A.  Reduced tissue perfusion
B.  Acute  respiratory distress syndrome (ARDS)
C.  Oliguria
D.  Hypotension
E.  Alkalosis

###Answer:",E,E,True
5e3a91f43af9565bf028440d75a987e2cb6edc07043e75288d14b766a209e0c1,"Concerning hypocalcaemia, which of the following statements is True?




",no rationale,5,E,It is a common complication of  metastatic breast cancer,It may occur in acute intestinal obstruction,It may cause paralytic ileus,Circumoral paraesthesia is the late symptom,Slow infusion of calcium gluconate is indicated,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Concerning hypocalcaemia, which of the following statements is True?





###Options:
A.  It is a common complication of  metastatic breast cancer
B.  It may occur in acute intestinal obstruction
C.  It may cause paralytic ileus
D.  Circumoral paraesthesia is the late symptom
E.  Slow infusion of calcium gluconate is indicated

###Answer:",E,E,True
2550e1e7dce25b03f548a06009d3bb53fe7cece8d1d5ef0fb43eb77359fc99c7,"In compensated hypovolaemia due to haemorrhage, which of these statements is True?
 
",no rationale,5,C,Up to 1000ml of blood may have been lost,The vital organs are inadequately perfused,The patient may feel thirsty,There is no significant reduction in systemic blood pressure,There may be associated bradycardia,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: In compensated hypovolaemia due to haemorrhage, which of these statements is True?
 

###Options:
A.  Up to 1000ml of blood may have been lost
B.  The vital organs are inadequately perfused
C.  The patient may feel thirsty
D.  There is no significant reduction in systemic blood pressure
E.  There may be associated bradycardia

###Answer:",D\n\n\n D,D,False
32e0e3fdb250b1ac3b6fa6e68da4af9e5350fc2a76ad3e7d4a28a0b67819cc5e,"Concerning fluid and electrolyte balance in a 70 kilogram African man, which of the following statements is True?
	 
",no rationale,5,A,1.5 litres is insensible water loss per day,2-3mmol Potassium per day is needed,Fluids containing colloids are used for maintenance,Urinary output does not affect the amount per day,1.5 litres of 0.9% Saline is needed per day,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Concerning fluid and electrolyte balance in a 70 kilogram African man, which of the following statements is True?
	 

###Options:
A.  1.5 litres is insensible water loss per day
B.  2-3mmol Potassium per day is needed
C.  Fluids containing colloids are used for maintenance
D.  Urinary output does not affect the amount per day
E.  1.5 litres of 0.9% Saline is needed per day

###Answer:",A.,A,True
4c5f2c67ebb735efb997de8f46b2d430f7d2419b278b27f78fc6c8f0bb192eeb,"In the treatment of fluid and electrolyte derangement, which of the following statements is NOT True? 
",no rationale,5,B,Ringers lactate is the most suitable fluid for resuscitation,Intravenous potassium is given as a bolus injection,Central venous pressure monitoring is important,Hourly urine output is monitored,Input/output chart is strictly monitored,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: In the treatment of fluid and electrolyte derangement, which of the following statements is NOT True? 

###Options:
A.  Ringers lactate is the most suitable fluid for resuscitation
B.  Intravenous potassium is given as a bolus injection
C.  Central venous pressure monitoring is important
D.  Hourly urine output is monitored
E.  Input/output chart is strictly monitored

###Answer:",B.,B,True
542e1e3248caeb3f4b409f963157d29dfaa3bd41d1761994d05574ef30513f9f,"In fluid and Electrolyte management in the tropics, which of the following statements is True?
  
",no rationale,5,D,The most important extracellular cation is Potassium,Intracellular water is 20% of body weight,Extracellular water is 40% of body weight,Total body water in the male is 60% of body weight,Insensible water loss is 2000mls,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: In fluid and Electrolyte management in the tropics, which of the following statements is True?
  

###Options:
A.  The most important extracellular cation is Potassium
B.  Intracellular water is 20% of body weight
C.  Extracellular water is 40% of body weight
D.  Total body water in the male is 60% of body weight
E.  Insensible water loss is 2000mls

###Answer:",D,D,True
d6760a28723d8e5cee56333d984b246e0dbb24795de18cda49927ec28e87007c,"Which of the following positions is suitable for digital rectal examination in an acutely 
ill patient?

",no rationale,5,B,Left lateral position,Dorsal position,Knee chest position,Lithotomy position,Sim’s position,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following positions is suitable for digital rectal examination in an acutely 
ill patient?


###Options:
A.  Left lateral position
B.  Dorsal position
C.  Knee chest position
D.  Lithotomy position
E.  Sim’s position

###Answer:",A,A,False
c3385d106f03d1b58854f539b76fb6d9520a58f2c8d8d13128af9d196cacb635,"Identify the Correct statement relating to cerebral ischemia and stroke

",no rationale,5,B,T2W MRI is the best imaging sequence,Diffusion-weighted Weighted Imaging (DWI) is the best imaging sequence,A wedge-shaped hyperdense biconvex area is seen,T1W MRI is the best imaging sequence,CT is the best imaging modality in early stroke,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Identify the Correct statement relating to cerebral ischemia and stroke


###Options:
A.  T2W MRI is the best imaging sequence
B.  Diffusion-weighted Weighted Imaging (DWI) is the best imaging sequence
C.  A wedge-shaped hyperdense biconvex area is seen
D.  T1W MRI is the best imaging sequence
E.  CT is the best imaging modality in early stroke

###Answer:",B,B,True
c765a229fbcff28e80962225253229c8770aab78da74d0aab0eba0c092a6a4e7,"Which of these statements is True concerning renal anatomy on Intravenous Urography?




",no rationale,5,B,The kidneys are seen at L12 – S3 vertebrae,Normal renal hilum is on the medial border of the kidneys,Normal renal calyx is on the lateral border of the kidneys,The inferior poles of the kidneys are more medial than the superior poles,The superior poles of the kidneys are more lateral than the inferior poles,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of these statements is True concerning renal anatomy on Intravenous Urography?





###Options:
A.  The kidneys are seen at L12 – S3 vertebrae
B.  Normal renal hilum is on the medial border of the kidneys
C.  Normal renal calyx is on the lateral border of the kidneys
D.  The inferior poles of the kidneys are more medial than the superior poles
E.  The superior poles of the kidneys are more lateral than the inferior poles

###Answer:",D\n\n,D,False
12b4d4eba3681b38c45a5717e931f9749e73c96223f5b99ab738c54f928d797f,"Which of the following statements is True in the preparation of a patient for Barium enema?

",no rationale,5,D,There is no need for diet restriction before the investigation,Patient can feed on high fiber diet before the test,Bowel preparation is mandatory in children,Hematochezia is an indication of barium enema,Hematemesis is an indication of barium enema,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is True in the preparation of a patient for Barium enema?


###Options:
A.  There is no need for diet restriction before the investigation
B.  Patient can feed on high fiber diet before the test
C.  Bowel preparation is mandatory in children
D.  Hematochezia is an indication of barium enema
E.  Hematemesis is an indication of barium enema

###Answer:",D,D,True
bb220deb4535abab3a855d50d6af81d1937c18275d0991484b3a87fa89ecfe3b,"Which of the following statements is True concerning barium studies?. 
 
",no rationale,5,A,It is contraindicated in toxic megacolon,Barium enema examines the small bowel loops,Barium swallow examines the stomach,Barium meal examines the esophagus,Barium follow-through examines the large colon,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is True concerning barium studies?. 
 

###Options:
A.  It is contraindicated in toxic megacolon
B.  Barium enema examines the small bowel loops
C.  Barium swallow examines the stomach
D.  Barium meal examines the esophagus
E.  Barium follow-through examines the large colon

###Answer:",A,A,True
759b0700490620ec29580bbea8b7761df6a5b0335292165646539ca32b3f553f,"Advantages of Magnetic Resonance Imaging (MRI) over Computed Tomography (CT) as a radiological investigation modality of patients does NOT include 


 
",no rationale,5,A,MRI scans take lesser time to acquire than CT scans,Some angiographic images can be obtained without the use of contrast,MRI has superior soft tissue contrast than CT,MRI images can be acquired and reconstructed in multiple planes,There is no use of ionizing radiation in MRI compared to CT,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Advantages of Magnetic Resonance Imaging (MRI) over Computed Tomography (CT) as a radiological investigation modality of patients does NOT include 


 

###Options:
A.  MRI scans take lesser time to acquire than CT scans
B.  Some angiographic images can be obtained without the use of contrast
C.  MRI has superior soft tissue contrast than CT
D.  MRI images can be acquired and reconstructed in multiple planes
E.  There is no use of ionizing radiation in MRI compared to CT

###Answer:",A,A,True
42b3e9317aab2c0ad5974124785ea8bc7e91dd2ba8a6e804df693969e2399e2a,"Magnetic Resonance Imaging (MRI) is the investigation of choice in the following EXCEPT
",no rationale,5,B,Patients with ferrous cardiac pacemaker,Patients with renal stone,Patients with cranial and spinal pathologies,Pregnant women and children,None of the above,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Magnetic Resonance Imaging (MRI) is the investigation of choice in the following EXCEPT

###Options:
A.  Patients with ferrous cardiac pacemaker
B.  Patients with renal stone
C.  Patients with cranial and spinal pathologies
D.  Pregnant women and children
E.  None of the above

###Answer:",A,A,False
0e906792ebdf76c0e337a9b9b8a798a2b8a0153a3ded02daae1103cb1be8ef96,"In ultrasonography, Doppler US is useful in assessing the following EXCEPT

",no rationale,5,A,Dysphagia,Deep vein thrombosis,Peripheral arterial disease,Arteriovenous malformation,Carotid atherosclerosis,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: In ultrasonography, Doppler US is useful in assessing the following EXCEPT


###Options:
A.  Dysphagia
B.  Deep vein thrombosis
C.  Peripheral arterial disease
D.  Arteriovenous malformation
E.  Carotid atherosclerosis

###Answer:",A,A,True
a85d577fd2c756f910804decf10e454a385deb0627abdf8f2d86dfb04dfb0099,"Concerning abdominal ultrasonography, all are True EXCEPT

",no rationale,5,E,The kidneys are bean-shaped hypoechoic structures at the flanks,The liver is a triangular-shaped structure at the right hypochondrium,Clear fluid-filled structures are anechoic with posterior enhancement,Calcification is hyperechoic with posterior acoustic shadow,Acoustic window is not needed to visualize the uterus,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Concerning abdominal ultrasonography, all are True EXCEPT


###Options:
A.  The kidneys are bean-shaped hypoechoic structures at the flanks
B.  The liver is a triangular-shaped structure at the right hypochondrium
C.  Clear fluid-filled structures are anechoic with posterior enhancement
D.  Calcification is hyperechoic with posterior acoustic shadow
E.  Acoustic window is not needed to visualize the uterus

###Answer:",E,E,True
864dee29bd0d0c4eab2ef700858097e96ecd43769fabccd9243575735718d73f,"The following are normal ultrasonographic imaging appearances EXCEPT

",no rationale,5,C,The liver is a hypoechoic triangular-shaped structure in the right hypochondrium,The urinary bladder is an anechoic structure in the pelvis,The gall bladder is an echogenic structure in the right hypochondrium,The kidneys are bean-shaped hypoechoic structures,Stones are echogenic with posterior acoustic shadow,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: The following are normal ultrasonographic imaging appearances EXCEPT


###Options:
A.  The liver is a hypoechoic triangular-shaped structure in the right hypochondrium
B.  The urinary bladder is an anechoic structure in the pelvis
C.  The gall bladder is an echogenic structure in the right hypochondrium
D.  The kidneys are bean-shaped hypoechoic structures
E.  Stones are echogenic with posterior acoustic shadow

###Answer:",C.,C,True
b20fd33348d9b7ce7c600fbf6b2abc296a92ec7f9340285295d2664329a60f61,"Identify the correct statement concerning Cardiac size, the cardiothoracic ratio (CTR) in plain radiograhs

",no rationale,5,A,It is best measured from an anteroposterior view,Of more than 50% is normal in an adult population.,Is the minimum horizontal cardiac diameter ratio to minimum horizontal thoracic diameter,Increases in pericardial effusion,Is best taken at expiration,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Identify the correct statement concerning Cardiac size, the cardiothoracic ratio (CTR) in plain radiograhs


###Options:
A.  It is best measured from an anteroposterior view
B.  Of more than 50% is normal in an adult population.
C.  Is the minimum horizontal cardiac diameter ratio to minimum horizontal thoracic diameter
D.  Increases in pericardial effusion
E.  Is best taken at expiration

###Answer:",D,D,False
4ed2c0f97b8d75915f2d7ceceabdea01a003d971a810564e9780a01c040d611c,"Which of the following statements is True concerning Melanoma?

",no rationale,5,C,Ulceration of the primary lesion is associated with worsening of prognosis,A brisk tumour infiltrating lymphocyte response is associated with worse prognosis,Clark’s level III implies invasion of the reticular dermis,Suspicious lesions should be evaluated by initial incision biopsy,Sentinel lymph node mapping should be considered for lesions of intermediate depth (1-4 mm),"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is True concerning Melanoma?


###Options:
A.  Ulceration of the primary lesion is associated with worsening of prognosis
B.  A brisk tumour infiltrating lymphocyte response is associated with worse prognosis
C.  Clark’s level III implies invasion of the reticular dermis
D.  Suspicious lesions should be evaluated by initial incision biopsy
E.  Sentinel lymph node mapping should be considered for lesions of intermediate depth (1-4 mm)

###Answer:",E,E,False
dd736a70b5bd911dc093148ebf4161f061463843999d082656e0e0e745c0cace,"Which of the following statements is True In treatment of Keloids?
",no rationale,5,C,All modalities of treatment are effective,Recurrence is rare,Triple therapy is indicated,Extralesional excision is ideal,Intralesional triamcinolone injection is highly effective,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is True In treatment of Keloids?

###Options:
A.  All modalities of treatment are effective
B.  Recurrence is rare
C.  Triple therapy is indicated
D.  Extralesional excision is ideal
E.  Intralesional triamcinolone injection is highly effective

###Answer:",E,E,False
85dccbf091f26bdc0cdb8fb0a07382968e4998bf25aa699f8e866f6608d3f7a0,"Which of the following statements is NOT true concerning Keloids?




",no rationale,5,C,Individuals have genetic predisposition to developing keloids,Keloid growth might be triggered by any sort of skin injury,"The natural cycle is continuous growth for months, followed by regression and eventual disappearance",Triple therapy treatment regimen is indicated,There is a tendency to recur after excision,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is NOT true concerning Keloids?





###Options:
A.  Individuals have genetic predisposition to developing keloids
B.  Keloid growth might be triggered by any sort of skin injury
C.  The natural cycle is continuous growth for months, followed by regression and eventual disappearance
D.  Triple therapy treatment regimen is indicated
E.  There is a tendency to recur after excision

###Answer:",C.,C,True
39a18c9dadaf164382c9a5ffe1372490479d9216cd920e9a977b9c1dc095338c,"The following are correct concerning flap surgery.

",no rationale,5,C,It contains other tissues like muscle and fascia apart from skin.,It is most adaptable to weight bearing.,It is dependent on recipient site for nutrition,Flap survival depends on blood supply through its base,It can provide padding over bony prominences,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: The following are correct concerning flap surgery.


###Options:
A.  It contains other tissues like muscle and fascia apart from skin.
B.  It is most adaptable to weight bearing.
C.  It is dependent on recipient site for nutrition
D.  Flap survival depends on blood supply through its base
E.  It can provide padding over bony prominences

###Answer:",D\n\n###Explanation,D,False
f42b6d63d7a80dfec646c410451dacda9f5b02051cae0bdaeda077f3cc23fc76,"The following are the advantages of full thickness skin graft EXCEPT? 




",no rationale,5,B,Most full thickness skin graft resembles normal skin.,It can be used to cover a large area of skin loss,There is minimal secondary contraction.,It is resistant to trauma and has good sensation.,It is aesthetically pleasing.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: The following are the advantages of full thickness skin graft EXCEPT? 





###Options:
A.  Most full thickness skin graft resembles normal skin.
B.  It can be used to cover a large area of skin loss
C.  There is minimal secondary contraction.
D.  It is resistant to trauma and has good sensation.
E.  It is aesthetically pleasing.

###Answer:",B,B,True
0239b7256dea087a0858a87f2a636f55425b7db7bd8f20d9cecead21f4bbe231,"Which of the following statements is correct concerning skin grafting?
  


",no rationale,5,B,Split thickness skin graft donor site heals by primary closure,"Full thickness skin graft is taken from the groin, post auricular area and it retains its colour at recipient site",Full thickness skin graft donor site heals by epithelialization,"In full thickness skin, there is hair growth on the graft",Auto graft is a graft taken from a similar specie,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is correct concerning skin grafting?
  



###Options:
A.  Split thickness skin graft donor site heals by primary closure
B.  Full thickness skin graft is taken from the groin, post auricular area and it retains its colour at recipient site
C.  Full thickness skin graft donor site heals by epithelialization
D.  In full thickness skin, there is hair growth on the graft
E.  Auto graft is a graft taken from a similar specie

###Answer:",B,B,True
fc51944229377731f6917c297520cba164c82cb5580a757f1b672e4996a710d0,"In fluid therapy in burns injury, which of the following statements is correct?
 
",no rationale,5,E,Adults with less than 15% burns and children with more than 5% need fluid resuscitation,All fluids are given as crystalloids in Brookes Formula,All calculated fluid requirement is given in the first 8 hours when using Packlands formula,Maximum percentage surface area used in calculating fluid requirement is 100%,"The replacement fluids usually employed in treating burns are Ringers Lactate, Normal saline, Dexran 110, and Human plasma protein","###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: In fluid therapy in burns injury, which of the following statements is correct?
 

###Options:
A.  Adults with less than 15% burns and children with more than 5% need fluid resuscitation
B.  All fluids are given as crystalloids in Brookes Formula
C.  All calculated fluid requirement is given in the first 8 hours when using Packlands formula
D.  Maximum percentage surface area used in calculating fluid requirement is 100%
E.  The replacement fluids usually employed in treating burns are Ringers Lactate, Normal saline, Dexran 110, and Human plasma protein

###Answer:",E\n\n###Explanation,E,True
2a93d13b4a2d63d940bfbe4a260b6ace88c065aed3b20b34e74017ead1076b7d,"Which of the following is True concerning management of burns?

",no rationale,5,D,There is total loss of epidermis in first degree burns,Pain sensation is felt in full thickness third degree burns,Narcotic analgesic is contraindicated in burns management,The burns surface area determines the amount of fluid loss,All patients with burns need fluid resuscitation,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is True concerning management of burns?


###Options:
A.  There is total loss of epidermis in first degree burns
B.  Pain sensation is felt in full thickness third degree burns
C.  Narcotic analgesic is contraindicated in burns management
D.  The burns surface area determines the amount of fluid loss
E.  All patients with burns need fluid resuscitation

###Answer:",D,D,True
6a287f70956dc7637f63d5d0ee89a6685901f6a5cc84c52a7e882543defcccab,"Which of these statements is Correct regarding healing by secondary intention?
",no rationale,5,B,Wound is grafted,"Healing occurs by granulation, contraction and epithelialization",There is reduced inflammation and proliferation,There is a cosmetically acceptable scar,Healing is by contraction and epithelialization,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of these statements is Correct regarding healing by secondary intention?

###Options:
A.  Wound is grafted
B.  Healing occurs by granulation, contraction and epithelialization
C.  There is reduced inflammation and proliferation
D.  There is a cosmetically acceptable scar
E.  Healing is by contraction and epithelialization

###Answer:",B,B,True
28f5ad96530f82da4e019737d5314f1a3db321928703ee66c34a684f01c2d6b0,"A wound is defined as

",no rationale,5,C,Damage to the tissue architecture with associated loss of form,Injury to the epithelium with ulceration and preservation of structure,Break in integrity of skin or tissue usually associated with disruption of structure and function of the affected part,Break in tissue structure without loss of function of the affected part,Break in integrity of skin not associated with bleeding from the affected part,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A wound is defined as


###Options:
A.  Damage to the tissue architecture with associated loss of form
B.  Injury to the epithelium with ulceration and preservation of structure
C.  Break in integrity of skin or tissue usually associated with disruption of structure and function of the affected part
D.  Break in tissue structure without loss of function of the affected part
E.  Break in integrity of skin not associated with bleeding from the affected part

###Answer:",C,C,True
5c236cde8a8b57f7ebcce01d21718e4c90f0aafb9dea37ddf51ea9ecd02120b5,"Fractures can be associated with the following EXCEPT 

",no rationale,5,E,Blisters,Shock,Malunion,Fat embolism,Ankylosis,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Fractures can be associated with the following EXCEPT 


###Options:
A.  Blisters
B.  Shock
C.  Malunion
D.  Fat embolism
E.  Ankylosis

###Answer:",B.,B,False
12c61cc19bbe6248e930a933517da66c284b93e76218495d0127a0d191c7008a,"Kanavel sign is related to one of these conditions

",no rationale,5,D,Pulp abscess,Eponychia,Palmar abscess,Flexor tendon sheath infection,Paronychia,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Kanavel sign is related to one of these conditions


###Options:
A.  Pulp abscess
B.  Eponychia
C.  Palmar abscess
D.  Flexor tendon sheath infection
E.  Paronychia

###Answer:",D,D,True
5bc4dd14ad1e42d39ce17a89a2ce5d8452962ab15e6ef07a976af39edd8899f5,"Which of these is NOT an associated aetiology of acute osteomyelitis?
",no rationale,5,D,Open fractures,Spread from other focus of infection,Haematogenous bacterial infection,Penetrating granulomatous infection,Postoperative infection,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of these is NOT an associated aetiology of acute osteomyelitis?

###Options:
A.  Open fractures
B.  Spread from other focus of infection
C.  Haematogenous bacterial infection
D.  Penetrating granulomatous infection
E.  Postoperative infection

###Answer:",D.,D,True
6e22d3025b3a8b849a4a55f2ac9893dc6a8a4013b776fb2de8bb920a53e01fda,"In the pathogenesis of primary osteoarthritis, which of the following does NOT occur?

",no rationale,5,E,Chondromalacia,Subchondral cyst,Eburnation,Fibrillation,Severe synovitis,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: In the pathogenesis of primary osteoarthritis, which of the following does NOT occur?


###Options:
A.  Chondromalacia
B.  Subchondral cyst
C.  Eburnation
D.  Fibrillation
E.  Severe synovitis

###Answer:",E,E,True
0388f4a33d72fff13b1b9d0d3731985e3660c21559f432cf732ecf3d5cc28724,"Which of the following is the most common congenital hand lesion?
",no rationale,5,A,Syndactyly,Camptodactyly,Duplication of thumb,Fracture of clavicle,Heterotopic ossification,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is the most common congenital hand lesion?

###Options:
A.  Syndactyly
B.  Camptodactyly
C.  Duplication of thumb
D.  Fracture of clavicle
E.  Heterotopic ossification

###Answer:",A,A,True
31f002f4834e2458e3b7d9d35afad9240b940cbb45633b3cbf430a74ce016a3b,"The characteristic feature of Blount’s disease is 

",no rationale,5,A,Genu varum,Genu valgum,Coxavalga,Coxavara,None of the above,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: The characteristic feature of Blount’s disease is 


###Options:
A.  Genu varum
B.  Genu valgum
C.  Coxavalga
D.  Coxavara
E.  None of the above

###Answer:",A,A,True
467d63c4d8a8fdb18974ee7edfdb5c4367d44ed7c4396e953def14f4fe8c2872,"Which of the following is NOT True about exostosis?

",no rationale,5,D,Malignant transformation may occur,It occurs at the growing end of the bone,It is covered by a cartilaginous cap,Growth continues after skeletal maturity,None of the above,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is NOT True about exostosis?


###Options:
A.  Malignant transformation may occur
B.  It occurs at the growing end of the bone
C.  It is covered by a cartilaginous cap
D.  Growth continues after skeletal maturity
E.  None of the above

###Answer:",D,D,True
949518da8e71da0de2f347be0399b6d803c9ae664b79903925fcf4f801345c23,"Tenosynovitis of flexor tendon of which of the following fingers is likely to produce ulnar bursitis?

",no rationale,5,B,Little finger,Ring finger,Middle and ring finger,Index finger,Thumb,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Tenosynovitis of flexor tendon of which of the following fingers is likely to produce ulnar bursitis?


###Options:
A.  Little finger
B.  Ring finger
C.  Middle and ring finger
D.  Index finger
E.  Thumb

###Answer:",A,A,False
fbb2ff5eef0368f54b64f345482620d493d2dd85835455f9e37ecbc557f45647,"Which of the following is the treatment of choice in a 65year old woman with 3month old fracture of neck of femur?

",no rationale,5,E,Masterly inactivity,External fixation,Internal fixation,Valgus osteotomy,Hemiarthroplasty,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is the treatment of choice in a 65year old woman with 3month old fracture of neck of femur?


###Options:
A.  Masterly inactivity
B.  External fixation
C.  Internal fixation
D.  Valgus osteotomy
E.  Hemiarthroplasty

###Answer:",E,E,True
