sample_id,question,rationale,options_len,answer,A,B,C,D,model_prompt,outputs,preds,correct
d9b0a93c-3325-4083-aa05-53f329488269,"A 45-year-old female presents to the emergency department with gross hematuria and acute, colicky flank pain. She denies any previous episodes of hematuria. She reports taking high doses of acetaminophen and aspirin over several weeks due to persistent upper back pain. The patient’s blood pressure and temperature are normal, but she is found to have proteinuria. Physical examination is negative for palpable flank masses. Which of the following is the most likely diagnosis:","A 45-year-old female presents to the emergency department with gross hematuria and acute, colicky flank pain. She denies any previous episodes of hematuria. She reports taking high doses of acetaminophen and aspirin over several weeks due to persistent upper back pain. The patient’s blood pressure and temperature are normal, but she is found to have proteinuria. Physical examination is negative for palpable flank masses. Which of the following is the most likely diagnosis:",4,C,Diffuse cortical necrosis,Chronic pyelonephritis,Papillary necrosis,Acute Nephrolithiasis,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 45-year-old female presents to the emergency department with gross hematuria and acute, colicky flank pain. She denies any previous episodes of hematuria. She reports taking high doses of acetaminophen and aspirin over several weeks due to persistent upper back pain. The patient’s blood pressure and temperature are normal, but she is found to have proteinuria. Physical examination is negative for palpable flank masses. Which of the following is the most likely diagnosis:
###Options:
A.  Diffuse cortical necrosis
B.  Chronic pyelonephritis
C.  Papillary necrosis
D.  Acute Nephrolithiasis

###Answer:",C. Papillary necrosis.,C,True
03f0349b-d7c0-4865-98ba-5d8d4774ea86,"A 40-year-old man presents to the clinic with complaints of increased bilateral pain in his knees. The pain developed over time and now limits his mobility. He states that the pain is worse at the end of the day, though he does have some early-morning stiffness lasting about 20 minutes. He used to have some success with over-the-counter NSAIDs; however, they no longer help. The patient also has been taking metformin for the past 2 years and is severely obese, with a BMI of 41 kg/m2. Additionally, he states that he has felt increasingly tired during the day, often dozes off during work, and no longer feels refreshed when he wakes up in the morning. Upon examination, there is no tenderness on palpation or erythema; however, some crepitus is felt. He has no other complaints but has a family history of rheumatoid arthritis (RA) on his mother’s side. Which of the following factors is the underlying cause of the patient’s pain, as well as the rest of his complaints?","A 40-year-old man presents to the clinic with complaints of increased bilateral pain in his knees. The pain developed over time and now limits his mobility. He states that the pain is worse at the end of the day, though he does have some early-morning stiffness lasting about 20 minutes. He used to have some success with over-the-counter NSAIDs; however, they no longer help. The patient also has been taking metformin for the past 2 years and is severely obese, with a BMI of 41 kg/m2. Additionally, he states that he has felt increasingly tired during the day, often dozes off during work, and no longer feels refreshed when he wakes up in the morning. Upon examination, there is no tenderness on palpation or erythema; however, some crepitus is felt. He has no other complaints but has a family history of rheumatoid arthritis (RA) on his mother’s side. Which of the following factors is the underlying cause of the patient’s pain, as well as the rest of his complaints?",4,B,Medication side effect,Excess weight,Infection,Occult malignancy,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 40-year-old man presents to the clinic with complaints of increased bilateral pain in his knees. The pain developed over time and now limits his mobility. He states that the pain is worse at the end of the day, though he does have some early-morning stiffness lasting about 20 minutes. He used to have some success with over-the-counter NSAIDs; however, they no longer help. The patient also has been taking metformin for the past 2 years and is severely obese, with a BMI of 41 kg/m2. Additionally, he states that he has felt increasingly tired during the day, often dozes off during work, and no longer feels refreshed when he wakes up in the morning. Upon examination, there is no tenderness on palpation or erythema; however, some crepitus is felt. He has no other complaints but has a family history of rheumatoid arthritis (RA) on his mother’s side. Which of the following factors is the underlying cause of the patient’s pain, as well as the rest of his complaints?
###Options:
A.  Medication side effect
B.  Excess weight
C.  Infection
D.  Occult malignancy

###Answer:","B. Excess weight.

Explanation: The patient's symptoms, including knee pain, morning stiffness, and crepitus, are consistent with osteoarthritis (OA), which is commonly associated with obesity. The patient's obesity, as indicated by his high BMI, is a significant risk factor for OA. The patient's history of NSAID use and response, as well as the absence of redness or warmth, makes infection less likely. The patient's fatigue and daytime sleepiness are also consistent with obesity-related conditions, such as sleep apnea or metabolic disorders. The family history of RA does not fit with the patient's presentation, as RA typically presents with a different pattern of symptoms and does not have the same association with obesity. Therefore, the underlying cause of the patient's pain and other complaints is excess weight.",B,True
c6c45325-cb39-4ce5-8ad5-3b8b65bd452d,"A 40-year-old man comes to the physician because of shortness of breath, double vision, and fatigue for the past 4 weeks. He has no history of serious medical illness and takes no medications. Physical examination shows drooping of the eyelids bilaterally. He is unable to hold his arms up for longer than 3 minutes. A CT scan of the chest shows an anterior mediastinal mass with smooth contours. A photomicrograph of a specimen from the mass is shown. Which of the following immunologic processes normally occurs in the region indicated by the arrow?","A 40-year-old man comes to the physician because of shortness of breath, double vision, and fatigue for the past 4 weeks. He has no history of serious medical illness and takes no medications. Physical examination shows drooping of the eyelids bilaterally. He is unable to hold his arms up for longer than 3 minutes. A CT scan of the chest shows an anterior mediastinal mass with smooth contours. A photomicrograph of a specimen from the mass is shown. Which of the following immunologic processes normally occurs in the region indicated by the arrow?",4,D,B-cell maturation,V(D)J recombination,Thymocyte formation,Negative selection,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 40-year-old man comes to the physician because of shortness of breath, double vision, and fatigue for the past 4 weeks. He has no history of serious medical illness and takes no medications. Physical examination shows drooping of the eyelids bilaterally. He is unable to hold his arms up for longer than 3 minutes. A CT scan of the chest shows an anterior mediastinal mass with smooth contours. A photomicrograph of a specimen from the mass is shown. Which of the following immunologic processes normally occurs in the region indicated by the arrow?
###Options:
A.  B-cell maturation
B.  V(D)J recombination
C.  Thymocyte formation
D.  Negative selection

###Answer:","C. Thymocyte formation.

Explanation: The anterior mediastinum is the location of the thymus gland, which is responsible for the development and maturation of T lymphocytes (thymocytes). The process of thymocyte formation occurs in this region. Therefore, the correct answer is C.",C,False
2c576929-9b59-4aba-abb2-b80ae6c89593,"A 24-year-old man is brought in to the emergency department by his parents who found him in his room barely responsive and with slurring speech. The patients’ parents say that a bottle of oxycodone was found at his bedside and was missing 15 pills. On physical examination, the patient appears drowsy and lethargic and is minimally responsive to stimuli. His respiratory rate is 8/min and shallow, blood pressure is 130/90 mm Hg, and pulse is 60/min. On physical examination, miosis is present, and the pupils appear pinpoint. The patient is given a drug to improve his symptoms. Which of the following is the mechanism of action of the drug that was most likely administered?","A 24-year-old man is brought in to the emergency department by his parents who found him in his room barely responsive and with slurring speech. The patients’ parents say that a bottle of oxycodone was found at his bedside and was missing 15 pills. On physical examination, the patient appears drowsy and lethargic and is minimally responsive to stimuli. His respiratory rate is 8/min and shallow, blood pressure is 130/90 mm Hg, and pulse is 60/min. On physical examination, miosis is present, and the pupils appear pinpoint. The patient is given a drug to improve his symptoms. Which of the following is the mechanism of action of the drug that was most likely administered?",4,A,"μ, κ, and ẟ receptor antagonist",μ receptor agonist,к receptor agonist and μ receptor antagonist,μ receptor partial agonist and к receptor agonist,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 24-year-old man is brought in to the emergency department by his parents who found him in his room barely responsive and with slurring speech. The patients’ parents say that a bottle of oxycodone was found at his bedside and was missing 15 pills. On physical examination, the patient appears drowsy and lethargic and is minimally responsive to stimuli. His respiratory rate is 8/min and shallow, blood pressure is 130/90 mm Hg, and pulse is 60/min. On physical examination, miosis is present, and the pupils appear pinpoint. The patient is given a drug to improve his symptoms. Which of the following is the mechanism of action of the drug that was most likely administered?
###Options:
A.  μ, κ, and ẟ receptor antagonist
B.  μ receptor agonist
C.  к receptor agonist and μ receptor antagonist
D.  μ receptor partial agonist and к receptor agonist

###Answer:","A.  μ, κ, and ẟ receptor antagonist.

This patient's symptoms are consistent with opioid overdose. The drug most likely administered to reverse the effects of an opioid overdose is naloxone, which is a μ, κ, and ẟ receptor antagonist.",A,True
9c096df0-9495-4812-bb9a-04056ef4d99b,"A 27-year-old woman comes to the physician because of increasing shortness of breath and a non-productive cough for 2 months. She has been unable to perform her daily activities. She has had malaise and bilateral ankle pain during this period. She noticed her symptoms after returning from a vacation to Arizona. She is a research assistant at the university geology laboratory. She is originally from Nigeria and visits her family there twice a year; her last trip was 3 months ago. Her temperature is 37.8°C (100°F), pulse is 100/min, respirations are 24/min, and blood pressure is 112/72 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 94%. There is no palpable cervical or axillary lymphadenopathy. The lungs are clear to auscultation. Her left eye is notable for ciliary injection and photophobia. The remainder of the examination shows no abnormalities. A complete blood count is within the reference range. An x-ray of the chest is shown. Which of the following is the most likely diagnosis?","A 27-year-old woman comes to the physician because of increasing shortness of breath and a non-productive cough for 2 months. She has been unable to perform her daily activities. She has had malaise and bilateral ankle pain during this period. She noticed her symptoms after returning from a vacation to Arizona. She is a research assistant at the university geology laboratory. She is originally from Nigeria and visits her family there twice a year; her last trip was 3 months ago. Her temperature is 37.8°C (100°F), pulse is 100/min, respirations are 24/min, and blood pressure is 112/72 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 94%. There is no palpable cervical or axillary lymphadenopathy. The lungs are clear to auscultation. Her left eye is notable for ciliary injection and photophobia. The remainder of the examination shows no abnormalities. A complete blood count is within the reference range. An x-ray of the chest is shown. Which of the following is the most likely diagnosis?",4,A,Sarcoidosis,Pulmonary tuberculosis,Hodgkin's lymphoma,Histoplasmosis,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 27-year-old woman comes to the physician because of increasing shortness of breath and a non-productive cough for 2 months. She has been unable to perform her daily activities. She has had malaise and bilateral ankle pain during this period. She noticed her symptoms after returning from a vacation to Arizona. She is a research assistant at the university geology laboratory. She is originally from Nigeria and visits her family there twice a year; her last trip was 3 months ago. Her temperature is 37.8°C (100°F), pulse is 100/min, respirations are 24/min, and blood pressure is 112/72 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 94%. There is no palpable cervical or axillary lymphadenopathy. The lungs are clear to auscultation. Her left eye is notable for ciliary injection and photophobia. The remainder of the examination shows no abnormalities. A complete blood count is within the reference range. An x-ray of the chest is shown. Which of the following is the most likely diagnosis?
###Options:
A.  Sarcoidosis
B.  Pulmonary tuberculosis
C.  Hodgkin's lymphoma
D.  Histoplasmosis

###Answer:","D. Histoplasmosis. The patient's symptoms, travel history, and chest x-ray findings are consistent with histoplasmosis. The presence of ciliary injection and photophobia in the left eye is also suggestive of this diagnosis. Sarcoidosis typically presents with bilateral hilar lymphadenopathy and does not usually cause ankle pain. Pulmonary tuberculosis typically presents with a productive cough and fever. Hodgkin's lymphoma usually presents with lymphadenopathy and does not typically cause respiratory symptoms or ankle pain.",D,False
90c53ff2-cf3c-4797-8e37-a0c19b161cbd,"A 75-year-old man presents to his physician with a 1-year history of dysphagia for solids. His more recent complaints include dysphagia for liquids as well. The patient states that he has no difficulty initiating swallowing but occasionally food is stuck in his throat. He does not complain of pain while swallowing but has noticed minor unintentional weight loss. The patient has no history of speech-related pain or nasal regurgitation. His family history is unremarkable. During the examination, the patient appears ill, malnourished, and slightly pale. He is not jaundiced nor cyanotic. Physical examination is unremarkable. A swallowing study reveals a small outpouching in the posterior neck (see image). Which nerve is most likely involved in this patient’s symptoms?","A 75-year-old man presents to his physician with a 1-year history of dysphagia for solids. His more recent complaints include dysphagia for liquids as well. The patient states that he has no difficulty initiating swallowing but occasionally food is stuck in his throat. He does not complain of pain while swallowing but has noticed minor unintentional weight loss. The patient has no history of speech-related pain or nasal regurgitation. His family history is unremarkable. During the examination, the patient appears ill, malnourished, and slightly pale. He is not jaundiced nor cyanotic. Physical examination is unremarkable. A swallowing study reveals a small outpouching in the posterior neck (see image). Which nerve is most likely involved in this patient’s symptoms?",4,A,CN X,CN VII,CN IX,CN V,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 75-year-old man presents to his physician with a 1-year history of dysphagia for solids. His more recent complaints include dysphagia for liquids as well. The patient states that he has no difficulty initiating swallowing but occasionally food is stuck in his throat. He does not complain of pain while swallowing but has noticed minor unintentional weight loss. The patient has no history of speech-related pain or nasal regurgitation. His family history is unremarkable. During the examination, the patient appears ill, malnourished, and slightly pale. He is not jaundiced nor cyanotic. Physical examination is unremarkable. A swallowing study reveals a small outpouching in the posterior neck (see image). Which nerve is most likely involved in this patient’s symptoms?
###Options:
A.  CN X
B.  CN VII
C.  CN IX
D.  CN V

###Answer:","C. CN IX.

Explanation:
The patient's symptoms of dysphagia for both solids and liquids, along with the presence of a small outpouching in the posterior neck on swallowing study, are indicative of a pharyngoesophageal diverticulum. This condition is most commonly associated with impaired function of the circopharyngeus muscle, which is innervated by the recurrent laryngeal branch of the vagus nerve (CN X). However, the patient's symptoms do not include speech-related pain or nasal regurgitation, which are more suggestive of a CN X lesion. The patient's symptoms and examination findings are more consistent with a pharyngeal pouch, which is caused by a weakness or deficiency of the cricopharyngeus muscle, leading to a protrusion of the mucosal lining of the pharynx into the esophagus. This condition is most commonly associated with impaired function of the inferior constrictor muscle, which is innervated by the glossopharyngeal nerve (CN IX). Therefore, the most likely nerve involved in this patient's symptoms is CN IX.",C,False
158f030c-7372-4f2d-acc6-ec3113bb632b,"A 48-year-old female presents with an enlargement of her anterior neck which made swallowing very difficult for 2 weeks now. She has had constipation for the past 6 weeks and overall fatigue. She also had heavy menstrual bleeding; and often feels extremely cold at home. On the other hand, she has well-controlled asthma and spring allergies. On examination, the thyroid is stony hard, tender and asymmetrically enlarged. There is also pain associated with swallowing. Laboratory studies show a serum T4 level of 4.4 μg/dL and a TSH level of 6.3 mU/L. A radionuclide thyroid scanning indicates that the nodule has low radioactive iodine uptake. Which of the following is the most likely pathology to be found in this patient?","A 48-year-old female presents with an enlargement of her anterior neck which made swallowing very difficult for 2 weeks now. She has had constipation for the past 6 weeks and overall fatigue. She also had heavy menstrual bleeding; and often feels extremely cold at home. On the other hand, she has well-controlled asthma and spring allergies. On examination, the thyroid is stony hard, tender and asymmetrically enlarged. There is also pain associated with swallowing. Laboratory studies show a serum T4 level of 4.4 μg/dL and a TSH level of 6.3 mU/L. A radionuclide thyroid scanning indicates that the nodule has low radioactive iodine uptake. Which of the following is the most likely pathology to be found in this patient?",4,C,Anaplastic carcinoma,Medullary carcinoma,Reidel thyroiditis,Silent thyroiditis,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 48-year-old female presents with an enlargement of her anterior neck which made swallowing very difficult for 2 weeks now. She has had constipation for the past 6 weeks and overall fatigue. She also had heavy menstrual bleeding; and often feels extremely cold at home. On the other hand, she has well-controlled asthma and spring allergies. On examination, the thyroid is stony hard, tender and asymmetrically enlarged. There is also pain associated with swallowing. Laboratory studies show a serum T4 level of 4.4 μg/dL and a TSH level of 6.3 mU/L. A radionuclide thyroid scanning indicates that the nodule has low radioactive iodine uptake. Which of the following is the most likely pathology to be found in this patient?
###Options:
A.  Anaplastic carcinoma
B.  Medullary carcinoma
C.  Reidel thyroiditis
D.  Silent thyroiditis

###Answer:","D. Silent thyroiditis.

Explanation: The patient's symptoms, including difficulty swallowing, constipation, fatigue, heavy menstrual bleeding, and feeling cold, along with the findings of a stony hard, tender, and asymmetrically enlarged thyroid gland, low radioactive iodine uptake on scanning, and normal TSH and low T4 levels, are consistent with silent thyroiditis, also known as subacute thyroiditis. This condition is characterized by inflammation of the thyroid gland, leading to the release of stored thyroid hormones and subsequent transient hypothyroidism. It is important to note that this diagnosis should be confirmed with further testing, such as thyroid antibody levels, as other conditions, such as Graves' disease, can also present with similar symptoms.",D,False
064c09b0-a092-4290-941e-3a82bad8450c,"A researcher is testing an unknown compound, X, and seeing the effect it has on renal function. When she applies compound X to the cells, she finds that the urinary concentration of sodium and the pH decreases while the urinary potassium increases. Which of the following correctly states:
1) the cells of the kidney this compound acts on and
2) the identity of compound X?","A researcher is testing an unknown compound, X, and seeing the effect it has on renal function. When she applies compound X to the cells, she finds that the urinary concentration of sodium and the pH decreases while the urinary potassium increases. Which of the following correctly states:
1) the cells of the kidney this compound acts on and
2) the identity of compound X?",4,C,Distal convoluted tubule; atrial natriuretic peptide,Distal convoluted tubule; hydrochlorothiazide,Principal cells; aldosterone,Principal cells; spironolactone,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A researcher is testing an unknown compound, X, and seeing the effect it has on renal function. When she applies compound X to the cells, she finds that the urinary concentration of sodium and the pH decreases while the urinary potassium increases. Which of the following correctly states:
1) the cells of the kidney this compound acts on and
2) the identity of compound X?
###Options:
A.  Distal convoluted tubule; atrial natriuretic peptide
B.  Distal convoluted tubule; hydrochlorothiazide
C.  Principal cells; aldosterone
D.  Principal cells; spironolactone

###Answer:",B. Distal convoluted tubule; hydrochlorothiazide,B,False
8a513d4a-e087-4659-b9db-feee4fed5edb,"A 5-year-old male is brought to the pediatrician with complaints of a painful mouth/gums, and vesicular lesions on the lips and buccal mucosa for the past 4 days. The patient has not been able to eat or drink due to the pain and has been irritable. The patient also reports muscle aches. His vital signs are as follows: T 39.1, HR 110, BP 90/62, RR 18, SpO2 99%. Physical examination is significant for vesicular lesions noted on the tongue, gingiva, and lips, with some vesicles having ruptured and ulcerated, as well as palpable cervical and submandibular lymphadenopathy. Which of the following is the most likely causative organism in this patient's presentation?","A 5-year-old male is brought to the pediatrician with complaints of a painful mouth/gums, and vesicular lesions on the lips and buccal mucosa for the past 4 days. The patient has not been able to eat or drink due to the pain and has been irritable. The patient also reports muscle aches. His vital signs are as follows: T 39.1, HR 110, BP 90/62, RR 18, SpO2 99%. Physical examination is significant for vesicular lesions noted on the tongue, gingiva, and lips, with some vesicles having ruptured and ulcerated, as well as palpable cervical and submandibular lymphadenopathy. Which of the following is the most likely causative organism in this patient's presentation?",4,C,CMV,HIV,HSV-1,HSV-2,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 5-year-old male is brought to the pediatrician with complaints of a painful mouth/gums, and vesicular lesions on the lips and buccal mucosa for the past 4 days. The patient has not been able to eat or drink due to the pain and has been irritable. The patient also reports muscle aches. His vital signs are as follows: T 39.1, HR 110, BP 90/62, RR 18, SpO2 99%. Physical examination is significant for vesicular lesions noted on the tongue, gingiva, and lips, with some vesicles having ruptured and ulcerated, as well as palpable cervical and submandibular lymphadenopathy. Which of the following is the most likely causative organism in this patient's presentation?
###Options:
A.  CMV
B.  HIV
C.  HSV-1
D.  HSV-2

###Answer:",C. HSV-1,C,True
9306a142-5684-46e1-8e65-cfaaa270bf3c,"A patient is unresponsive in the emergency department following a motor vehicle accident. The patient's written advance directive states that he does not wish to be resuscitated in the event of a cardiac arrest. The patient's wife arrives and demands that ""everything"" be done to keep him alive because she ""can't go on living without him."" The patient's adult son is on his way to the hospital. If the patient arrests, which of the following should occur?","A patient is unresponsive in the emergency department following a motor vehicle accident. The patient's written advance directive states that he does not wish to be resuscitated in the event of a cardiac arrest. The patient's wife arrives and demands that ""everything"" be done to keep him alive because she ""can't go on living without him."" The patient's adult son is on his way to the hospital. If the patient arrests, which of the following should occur?",4,B,Respect the wife's wishes and resuscitate the patient,Respect the patient's prior wishes and do not resuscitate,Consult a judge for the final decision on whether or not to resuscitate,Consult the hospital ethics committee,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A patient is unresponsive in the emergency department following a motor vehicle accident. The patient's written advance directive states that he does not wish to be resuscitated in the event of a cardiac arrest. The patient's wife arrives and demands that ""everything"" be done to keep him alive because she ""can't go on living without him."" The patient's adult son is on his way to the hospital. If the patient arrests, which of the following should occur?
###Options:
A.  Respect the wife's wishes and resuscitate the patient
B.  Respect the patient's prior wishes and do not resuscitate
C.  Consult a judge for the final decision on whether or not to resuscitate
D.  Consult the hospital ethics committee

###Answer:",B. Respect the patient's prior wishes and do not resuscitate.,B,True
25c73f98-5b2e-4d78-8456-3e9d23d301b6,"A 63-year-old man comes to the emergency department because of retrosternal chest pain. He describes it as 7 out of 10 in intensity. He has coronary artery disease, hypertension, and type 2 diabetes mellitus. His current medications are aspirin, simvastatin, metformin, and enalapril. He has smoked one pack of cigarettes daily for 33 years. On arrival, his pulse is 136/min and irregular, respirations are 20/min, and blood pressure is 85/55 mm Hg. The lungs are clear to auscultation. Cardiac examination shows no abnormalities. An ECG is shown. Which of the following is the most appropriate next step in management?","A 63-year-old man comes to the emergency department because of retrosternal chest pain. He describes it as 7 out of 10 in intensity. He has coronary artery disease, hypertension, and type 2 diabetes mellitus. His current medications are aspirin, simvastatin, metformin, and enalapril. He has smoked one pack of cigarettes daily for 33 years. On arrival, his pulse is 136/min and irregular, respirations are 20/min, and blood pressure is 85/55 mm Hg. The lungs are clear to auscultation. Cardiac examination shows no abnormalities. An ECG is shown. Which of the following is the most appropriate next step in management?",4,D,Coronary angiogram,Intravenous esmolol,Intravenous amiodarone,Synchronized cardioversion,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 63-year-old man comes to the emergency department because of retrosternal chest pain. He describes it as 7 out of 10 in intensity. He has coronary artery disease, hypertension, and type 2 diabetes mellitus. His current medications are aspirin, simvastatin, metformin, and enalapril. He has smoked one pack of cigarettes daily for 33 years. On arrival, his pulse is 136/min and irregular, respirations are 20/min, and blood pressure is 85/55 mm Hg. The lungs are clear to auscultation. Cardiac examination shows no abnormalities. An ECG is shown. Which of the following is the most appropriate next step in management?
###Options:
A.  Coronary angiogram
B.  Intravenous esmolol
C.  Intravenous amiodarone
D.  Synchronized cardioversion

###Answer:",A. Coronary angiogram,A,False
90c2c4bd-1154-4a01-981d-25b80deb7a98,"A 14-year-old boy presents with right upper quadrant abdominal pain and is found on ultrasound to have a gallstone. Based on clinical suspicion, a CBC, a Coombs test, and a bilirubin panel are obtained to determine the etiology of the gallstone. These tests reveal a mild normocytic anemia with associated reticulocytosis as well as an increased RDW. In addition there is an indirect hyperbilirubinemia and the Coombs test results are negative. To confirm the diagnosis, an osmotic fragility test is performed which shows increased fragility in hypotonic solution. In this patient, what findings would most likely be anticipated if a blood smear were obtained?","A 14-year-old boy presents with right upper quadrant abdominal pain and is found on ultrasound to have a gallstone. Based on clinical suspicion, a CBC, a Coombs test, and a bilirubin panel are obtained to determine the etiology of the gallstone. These tests reveal a mild normocytic anemia with associated reticulocytosis as well as an increased RDW. In addition there is an indirect hyperbilirubinemia and the Coombs test results are negative. To confirm the diagnosis, an osmotic fragility test is performed which shows increased fragility in hypotonic solution. In this patient, what findings would most likely be anticipated if a blood smear were obtained?",4,C,Hypersegmented neutrophils,Sideroblasts,Spherocytes,Dacrocytes,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 14-year-old boy presents with right upper quadrant abdominal pain and is found on ultrasound to have a gallstone. Based on clinical suspicion, a CBC, a Coombs test, and a bilirubin panel are obtained to determine the etiology of the gallstone. These tests reveal a mild normocytic anemia with associated reticulocytosis as well as an increased RDW. In addition there is an indirect hyperbilirubinemia and the Coombs test results are negative. To confirm the diagnosis, an osmotic fragility test is performed which shows increased fragility in hypotonic solution. In this patient, what findings would most likely be anticipated if a blood smear were obtained?
###Options:
A.  Hypersegmented neutrophils
B.  Sideroblasts
C.  Spherocytes
D.  Dacrocytes

###Answer:",C. Spherocytes.,C,True
def19538-076a-4473-8548-22a3107fbf92,A 32-year-old man comes to the physician because of a 2-day history of a tingling sensation in his right forearm. He reports that his symptoms started after he lifted heavy weights at the gym. Physical examination shows loss of sensation on the lateral side of the right forearm. Sensation over the thumb is intact. Range of motion of the neck is normal. His symptoms do not worsen with axial compression or distraction of the neck. Further examination of this patient is most likely to show weakness of which of the following actions?,A 32-year-old man comes to the physician because of a 2-day history of a tingling sensation in his right forearm. He reports that his symptoms started after he lifted heavy weights at the gym. Physical examination shows loss of sensation on the lateral side of the right forearm. Sensation over the thumb is intact. Range of motion of the neck is normal. His symptoms do not worsen with axial compression or distraction of the neck. Further examination of this patient is most likely to show weakness of which of the following actions?,4,A,Elbow flexion,Forearm pronation,Index finger flexion,Wrist extension,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 32-year-old man comes to the physician because of a 2-day history of a tingling sensation in his right forearm. He reports that his symptoms started after he lifted heavy weights at the gym. Physical examination shows loss of sensation on the lateral side of the right forearm. Sensation over the thumb is intact. Range of motion of the neck is normal. His symptoms do not worsen with axial compression or distraction of the neck. Further examination of this patient is most likely to show weakness of which of the following actions?
###Options:
A.  Elbow flexion
B.  Forearm pronation
C.  Index finger flexion
D.  Wrist extension

###Answer:","B. Forearm pronation.

Explanation: The symptoms described in the question are consistent with a radial nerve injury, which can cause weakness in forearm pronation. The other options listed are not typically affected by radial nerve injury.",B,False
088ed3db-8cbe-4fad-8c20-e4d8e6ba0381,"A 30-year-old woman presents to your office with decreased appetite, malaise, and fever. Serologic tests reveal positive Anti-HBsAg and Anti-HAV IgM antibodies. Which of the following is most likely responsible for this patient's presentation?","A 30-year-old woman presents to your office with decreased appetite, malaise, and fever. Serologic tests reveal positive Anti-HBsAg and Anti-HAV IgM antibodies. Which of the following is most likely responsible for this patient's presentation?",4,C,Needlestick,Unprotected sex,Shellfish,Acetaminophen overdose,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 30-year-old woman presents to your office with decreased appetite, malaise, and fever. Serologic tests reveal positive Anti-HBsAg and Anti-HAV IgM antibodies. Which of the following is most likely responsible for this patient's presentation?
###Options:
A.  Needlestick
B.  Unprotected sex
C.  Shellfish
D.  Acetaminophen overdose

###Answer:","A or B

Explanation:
The presence of both Anti-HBsAg and Anti-HAV IgM antibodies indicates an acute infection with both Hepatitis B and Hepatitis A. The most common modes of transmission for both viruses are through contact with infected blood or body fluids (needlestick) or through sexual contact. Therefore, the most likely cause of this patient's presentation is either a needlestick injury or unprotected sex. Shellfish consumption is a common cause of Hepatitis A infection, but it would not explain the presence of Hepatitis B antibodies. Acetaminophen overdose would not cause the presentation described and would not result in the detection of Hepatitis B or Hepatitis A antibodies.",A,False
