sample_id,split,gender,discipline,clinical_experience,country,question_type,prompt,question,question_clean,answer_options,correct_answer,answer_rationale,specialty,region_specific,mentions_Africa,mentions_age,mentions_gender,tier,neg_percent,quality,rated_african,rated_correct,rated_omission,rated_hallucination,rated_reasonable,rated_harmful,rated_bias,version,requires_african_expertise
a32b1693ca6e8c8d234fd13a4979950ebc007c72a7cb2108533fd5c6c5aee392,train,Female,Pharmacy,Student,NG,consumer_queries,"Your male flatmate complains of nasal congestion, pain and thinks he has Chronic Sinusitis and is going to visit the nearest doctor. Question: ","Is the headache , fever , difficulty sleeping, lack of appetite, body pain , cough , sputum is there eye pain and chest pain","Is the headache , fever , difficulty sleeping, lack of appetite, body pain , cough , sputum is there eye pain and chest pain",,,,,,,,,crowdsourced,0.75,,,,,,,,,v2,0
772f7017eb1d2fa7d9cc031747d9f3cc58e09b8868b4fe03c4742733f10db44f,test,Female,Other Health Professions,Intern,NG,consumer_queries,Your male neighbor complains of curved erection and thinks he has Peyronie’s Disease and is going to visit the nearest doctor. Question: ,Could the use of sex enhancement drugs cause Peyronie's disease in a young man?,Could the use of sex enhancement drugs cause Peyronie's disease in a young man?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
4c459c4234fc7b2fe3c8dd8321bb3a43ba048478ac539941f7391c88498f6520,train,Male,Medicine,Technician,NG,consumer_queries,"Your female coursemate complains of weakness, paralysis and thinks she has Acute Flaccid Paralysis and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.",What rehabilitation or physical therapy options are available to help me regain strength and mobility after experiencing acute flaccid paralysis?,What rehabilitation or physical therapy options are available to help me regain strength and mobility after experiencing acute flaccid paralysis?,,,,,,,,,crowdsourced,0.0,True,,,,,,,,v2,0
4d6e549ebd48d427b2b96f150270115185967587d893642a501909befbc82cf3,train,Male,Medicine,Intern,NG,consumer_queries,"Your female friend complains of fever, weakness, bleeding and thinks she has Lassa fever and is going to visit the nearest doctor. Question: ",Would my family and friends need to be tested for Lassa Fever also if I do have Lassa fever?,Would my family and friends need to be tested for Lassa Fever also if I do have Lassa fever?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
d6b646c89cc8233e978a2efb0e681fc2095ca73df3559b6d0c834b29b1e51601,train,Female,Nursing,Student,KE,consumer_queries,"Your female roommate complains of acute joint pain, fever and thinks she has Septic Arthritis and is going to visit the nearest doctor. Question: ",Are there other possible causes?,Are there other possible causes?,,,,,,,,,crowdsourced,0.01,True,,,,,,,,v2,0
9d1f910be2e2f11771e816daee2dc98f3d307305254fddf358ada7c1a94caa43,train,Female,Non-Health,Other,NG,consumer_queries,Your female coursemate complains of painful urination and thinks she has Urinary Tract Infections and is going to visit the nearest doctor. Question: ,"Could there be any underlying conditions or risk factors contributing to my urinary tract infections, and what steps can I take to prevent recurrent infections in the future?","Could there be any underlying conditions or risk factors contributing to my urinary tract infections, and what steps can I take to prevent recurrent infections in the future?",,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
39b4fbaf0809e39890c2f714d38ccdbff302b22dc09f8000cbfd69b78aea434a,train,Female,Other Health Professions,Intern,NG,consumer_queries,"Your female flatmate complains of fever, chills, headache and thinks she has Malaria (Mosquito-borne illness) and is going to visit the nearest doctor. Question: ","I am allergic to chloroquine, are there other drugs that can help stop the malaria in my body?","I am allergic to chloroquine, are there other drugs that can help stop the malaria in my body?",,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
7db935e761de75a69d622cd2d582998e2b90f1ee29a3bc3b676fa33802f476df,train,Female,Health Research,Researcher,ZA,consumer_queries,Your female coursemate says every part of my body hurts and thinks she has Fibromyalgia and is going to visit the nearest doctor. Question: ,Which medication can help ,Which medication can help ,,,,,,,,,crowdsourced,0.44,,,,,,,,,v2,0
f14de338b92d66a0f1fc255667fb7e9d8630343a7bc3792915494835928c6b5f,train,Female,,,NG,consumer_queries,"Your female friend complains of weakness, paralysis and thinks she has Guillain-Barré Syndrome and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.",Is there are any potential long-term complications or residual effects of Guillain-Barré Syndrome that I should be aware of,Is there are any potential long-term complications or residual effects of Guillain-Barré Syndrome that I should be aware of,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
3e41d483f95f5ee27eeb5b690ae6a8e7a0d7f198a9a061c284ad1f002290ccea,train,Female,Non-Health,Other,ZA,consumer_queries,Your female flatmate complains of running stomach and thinks she has Gastroenteritis and is going to visit the nearest doctor. Question: ,"What steps can I take to prevent the spread of gastroenteritis to others, especially within my household, and how long should I wait before returning to my normal activities?","What steps can I take to prevent the spread of gastroenteritis to others, especially within my household, and how long should I wait before returning to my normal activities?",,,,,,,,,crowdsourced,0.03,,,,,,,,,v2,0
795434765e4a4b680641752922c456de8f4124f20c279894416c9c4cad58a513,train,Male,,,NG,consumer_queries,"Your female classmate complains of dark, discolored patches on the face and thinks she has Melasma and is going to visit the nearest doctor. Question: ",Which type of melasma is most difficult to treat?,Which type of melasma is most difficult to treat?,,,,,,,,,crowdsourced,0.01,True,,,,,,,,v2,0
f7bb9c39e17e798bce74f521d1b62dbd3b6abbf3dd21ce476cbfa8618f094dd7,test,Male,Non-Health,Other,NG,consumer_queries,Your female coursemate complains of neurological symptoms without medical cause and thinks she has Conversion Disorder and is going to visit the nearest doctor. Question: ,What are some effective strategies or therapies for managing the symptoms of Conversion Disorder?,What are some effective strategies or therapies for managing the symptoms of Conversion Disorder?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
1aca8a3786499c28597a3ca9f01679229357455ad44ec6a45df55b50a211e9fc,test,Female,,,NG,consumer_queries,"Your flatmate's child complains of fatigue, paleness and thinks she has Iron Deficiency Anemia and is going to visit the nearest doctor. Question: ",could it be fever?,could it be fever?,,,,,,,,,crowdsourced,0.13,True,,,,,,,,v2,0
477cbb1bb6ab650f71236920d5c5bc9ae99e7d5186b7847c58af6bfa4d5fb29b,train,Female,Other Health Professions,Scientist,NG,consumer_queries,"Your female roommate complains of headache, dizziness and thinks she has Hypertension and is going to visit the nearest doctor. Question: ",What can I do to lower my risk for hypertension?,What can I do to lower my risk for hypertension?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
cdc4971b9c813ec6c14ec92c1c2d1a10d3e4d63415b55054cd32ef0718e7f3de,train,Male,Medicine,Student,NG,consumer_queries,"Your colleague's child complains of abdominal pain, diarrhea and thinks she has Intestinal Worms and is going to visit the nearest doctor. Question: ",How often should I deworm?,How often should I deworm?,,,,,,,,,crowdsourced,0.0,True,,,,,,,,v2,0
74200c131e08a99de509b098a5ce9fa3ebbc2072c1dc8ca5263872b181880cf6,train,Female,Non-Health,Other,NG,consumer_queries,Your female neighbor complains of excessive body weight and thinks she has Obesity and is going to visit the nearest doctor. Question: ,"What are the underlying causes of my obesity, and how can I address them to achieve sustainable weight loss and improve my overall health?","What are the underlying causes of my obesity, and how can I address them to achieve sustainable weight loss and improve my overall health?",,,,,,,,,crowdsourced,0.2,,,,,,,,,v2,0
aed863ad8265aaee2786eb310771f2e0e3732bbe6a8bd85a01615d9d0bc33c6f,train,Male,Laboratory Sciences,Intern,NG,consumer_queries,"Your female coursemate complains of hoarseness, voice changes and thinks she has Vocal Cord Nodules and is going to visit the nearest doctor. Question: ","What vocal habits or behaviors should I avoid to prevent the recurrence of vocal cord nodules, and are there any vocal exercises or therapies that can help strengthen and protect my vocal cords?","What vocal habits or behaviors should I avoid to prevent the recurrence of vocal cord nodules, and are there any vocal exercises or therapies that can help strengthen and protect my vocal cords?",,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
7c7e548486fbb29e36bebf0866c844404b5fb383b7b70797261cc6c7c7161bbb,train,Male,Medicine,Student,NG,consumer_queries,Your female classmate complains of various symptoms and thinks she has Non-Communicable Diseases and is going to visit the nearest doctor. Question: ,"Have you been having symptoms like heart attacks or seizures or diabetes? And have you had any sharp chest pain, like a needle piercing through your skin?","Have you been having symptoms like heart attacks or seizures or diabetes? And have you had any sharp chest pain, like a needle piercing through your skin?",,,,,,,,,crowdsourced,0.13,True,,,,,,,,v2,0
8c2fcc38ee4d390b9d57fca72ecc04e9cce76112abc55a4895b8da87d66820cf,test,Female,Other Health Professions,Scientist,NG,consumer_queries,"Your female coworker complains of cough, mucus production and thinks she has Bronchitis and is going to visit the nearest doctor. Question: ","How long should I expect my symptoms to last, and when can I expect to start feeling better?","How long should I expect my symptoms to last, and when can I expect to start feeling better?",,,,,,,,,crowdsourced,0.2,,,,,,,,,v2,0
9ff1d8e7ecba43786fbe37027b73651f11304171ff8c2954a8fc6be2fa921b8e,train,Female,Medicine,Intern,NG,consumer_queries,"Your female neighbor complains of heavy menstrual bleeding, pelvic pain and thinks she has Fibroids and is going to visit the nearest doctor. Question: ","Doctor, besides treatment options, what lifestyle changes or dietary adjustments can I make to manage the symptoms of fibroids and improve my overall well-being?","Doctor, besides treatment options, what lifestyle changes or dietary adjustments can I make to manage the symptoms of fibroids and improve my overall well-being?",,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
30d9af591892cb4b593588b867f35bdeff560adfa099e8627fba03ee3c495cd5,train,Male,Medicine,Researcher,KE,consumer_queries,"Your female flatmate complains of pain crises, anemia and thinks she has Sickle Cell Disease and is going to visit the nearest doctor. Question: ",Could you provide guidance on managing and preventing pain crises associated with Sickle Cell Disease?,Could you provide guidance on managing and preventing pain crises associated with Sickle Cell Disease?,,,,,,,,,crowdsourced,0.25,,,,,,,,,v2,0
8a4c52db766be342cd6013a157d42db9f46a6246901b81507287fb335b1e984f,test,Male,Non-Health,Student,NG,consumer_queries,"Your female coursemate complains of blood in urine, pain and thinks she has Schistosomiasis and is going to visit the nearest doctor. Question: ",are they any side effects to the treatment,are they any side effects to the treatment,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
665fe133cc5c624ec23cb0ec83854bf9e4eef0f71e77ecb3ac8ae0bbaa021f42,train,Male,Laboratory Sciences,Student,NG,consumer_queries,Your male coursemate says the pain never goes away and thinks he has Chronic Pain Management and is going to visit the nearest doctor. Question: ,How can I cope with the emotional effects of chronic pain?,How can I cope with the emotional effects of chronic pain?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
ce1bc7ae1049726380de36266cc91100090eb979b61aadc474b05fae9e9cdaa9,test,Female,Non-Health,Other,NG,consumer_queries,"Your male flatmate complains of fatigue, weight loss and thinks he has HIV/AIDS and is going to visit the nearest doctor. Question: ","Can you provide information or referrals for support services or counseling for individuals living with HIV/AIDS?""","Can you provide information or referrals for support services or counseling for individuals living with HIV/AIDS?""",,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
b29532ed009eed0356b47277720479e8ea8b20cb83fdf55ceed94dd934d75a3e,train,Female,Medicine,Licensed Professional,NG,consumer_queries,"Your male neighbor complains of snoring, daytime sleepiness and thinks he has Sleep Apnea and is going to visit the nearest doctor. Question: ",He should ask for a tryps test,He should ask for a tryps test,,,,,,,,,crowdsourced,1.0,False,,,,,,,,v2,0
54936105f8f5d1bec0e29b09810d58ea06bfaa1cf2b52e2a17d73d8ebbd0ff89,train,Male,,,KE,consumer_queries,"Your female colleague complains of confusion, muscle weakness and thinks she has Renal Tubular Acidosis and is going to visit the nearest doctor. Question: ","Have you developed any recent fractures? Renal Tubular Acidosis type 1  and 2 are associated with derangements in calcium metabolism and can cause osteomalacia, which presents as fractures.","Have you developed any recent fractures? Renal Tubular Acidosis type 1 and 2 are associated with derangements in calcium metabolism and can cause osteomalacia, which presents as fractures.",,,,,,,,,crowdsourced,0.3,True,,,,,,,,v2,0
992a334b9afa65a5525cc454149939cf86870ee12e50e999d618789c1c2044ec,test,Male,Medicine,Student,NG,consumer_queries,Your female neighbor complains of hair loss from tight hairstyles and thinks she has Traction Alopecia and is going to visit the nearest doctor. Question: ,Is my hair likely to grow back if I stop having tight hairstyles?,Is my hair likely to grow back if I stop having tight hairstyles?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
f076a89fcd8d7aa02afceecffbfe529b6266c6c519d356c0cfbe243ef4bae43c,train,Female,Medicine,Student,NG,consumer_queries,Your female classmate complains of bone pain and fractures and thinks she has Osteoporosis and is going to visit the nearest doctor. Question: ,"Can it be caused by vitamin D deficiency?
Can it be caused by menopause?
Is it hereditary? ","Can it be caused by vitamin D deficiency?
Can it be caused by menopause?
Is it hereditary? ",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v2,0
529acf36a5ddcf9996c019d74e519183b000158d9adc5cc10ba5fff5307f6d5f,train,Male,Medicine,Student,NG,consumer_queries,"Your female neighbor complains of recurrent infections, weight loss and thinks she has HIV/AIDS and is going to visit the nearest doctor. Question: ","weight loss, recurrent infections , are they symptoms of HIV/AIDS ?","weight loss, recurrent infections , are they symptoms of HIV/AIDS ?",,,Yes,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
17b354aefc4307211182bf2da400bdc717b2eb4586525df1c6005c1a795f0a0f,train,Female,Other Health Professions,Student,NG,consumer_queries,"Your colleague's child complains of developmental delays, physical abnormalities and thinks she has 9. Congenital Malformations and is going to visit the nearest doctor. Question: ",What's meant by congenital malformations and what causes it is there any treatment and medication that can cure it?,What's meant by congenital malformations and what causes it is there any treatment and medication that can cure it?,,,,,,,,,crowdsourced,0.67,,,,,,,,,v2,0
18867c281b670e542f79a542bcb94b09d2db353e5026269231cbe327f57dd643,test,Male,Health Research,Consultant,NG,consumer_queries,"Your female roommate complains of fever, bleeding, weakness and thinks she has Ebola and is going to visit the nearest doctor. Question: ","Have you traveled recently, especially to regions where Ebola outbreaks have occurred?","Have you traveled recently, especially to regions where Ebola outbreaks have occurred?",,,,,,,,,crowdsourced,0.2,,,,,,,,,v2,0
998bf9bbcd788052f9beaa8f251211cc66a20bfe0b252fbabb6684bad63bd91b,train,Female,Medicine,Student,NG,consumer_queries,"Your neighbor's child complains of weight loss, stunted growth and thinks she has Malnutrition and is going to visit the nearest doctor. Question: ",Why do malnourished children have big bellies?,Why do malnourished children have big bellies?,,,"Malnourished children can develop big bellies due to protein deficiency, leading to fluid accumulation in the abdomen (kwashiorkor).",,,,,,crowdsourced,0.0,,,,,,,,,v2,0
9c53db7e6a9f1a253c91a81d59df5a74c1f69f93a59a1f14864b8ed35ae969d0,train,Male,Non-Health,Consultant,KE,consumer_queries,"Your male coursemate complains of diarrhea, vomiting and thinks he has Gastrointestinal infections and is going to visit the nearest doctor. Question: ",What is the course of treatment and how long will it last?,What is the course of treatment and how long will it last?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
3131d36a3e4f6e163a3f70a41a378db793437c77478b5685b9b35fdd41f1dfab,train,Female,,,NG,consumer_queries,"Your female classmate complains of fever, weakness, stomach pain and thinks she has Typhoid Fever and is going to visit the nearest doctor. Question: ",is it diarrhea?,is it diarrhea?,,,,,,,,,crowdsourced,0.13,True,,,,,,,,v2,0
474c83e46657c7989a397ac915bfadbfc362988ffd97475bc1e04c09b4bc09f4,train,Male,Medicine,Researcher,KE,consumer_queries,"Your flatmate's child complains of ear pain, hearing loss and thinks he has Ear Infections and is going to visit the nearest doctor. Question: ",What steps can we take at home to manage the pain and discomfort associated with the ear infection while waiting for the prescribed treatment to take effect?,What steps can we take at home to manage the pain and discomfort associated with the ear infection while waiting for the prescribed treatment to take effect?,,,,,,,,,crowdsourced,0.25,,,,,,,,,v2,0
7d8e08f5a30b89f7214a6b9d69b75127cfbd3b1da2612e6238fa23bc0b53ec5f,test,Female,Non-Health,Other,ZA,consumer_queries,"Your male flatmate complains of bone pain, especially in arms and legs and thinks he has Sickle Cell Bone Crisis and is going to visit the nearest doctor. Question: ","What are the long-term implications and management strategies for Sickle Cell Bone Crisis, and how can I best prevent or reduce the frequency of future crises?","What are the long-term implications and management strategies for Sickle Cell Bone Crisis, and how can I best prevent or reduce the frequency of future crises?",,,,,,,,,crowdsourced,0.03,,,,,,,,,v2,0
92448fd61f979ca8391849067e7c319a516f142138cc6e7438b8e251c00b8221,train,Female,Non-Health,Student,NG,consumer_queries,Your female neighbor says i can't move my arm/leg like before and thinks she has Stroke Rehabilitation and is going to visit the nearest doctor. Question: ,Can I go back  to normal after a stroke rehabilitation?,Can I go back to normal after a stroke rehabilitation?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
e82a6ef158ee6d3ba1dca3f05e124496db59c7a9b5832d51575260c95e712ca7,train,Female,Medicine,Intern,NG,consumer_queries,Your female classmate complains of labor pain and thinks she has Obstetric Pain (Labor) and is going to visit the nearest doctor. Question: ,"Doctor, what pain management options are available during labor, and are there any potential side effects or risks associated with them?","Doctor, what pain management options are available during labor, and are there any potential side effects or risks associated with them?",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v2,0
33da3bd7979ccc0c82da94642e438f739bb28d364512972b7723cca2078c4431,train,Female,,,ZA,consumer_queries,"Your female flatmate complains of jaundice, abdominal pain and thinks she has Hepatitis and is going to visit the nearest doctor. Question: ",How to treat hepatitis ,How to treat hepatitis ,,,,,,,,,crowdsourced,0.03,True,,,,,,,,v2,0
0c6a651510ff26fd40bd443f01dd779fdc1d0507d2cfe6a5e51541877f35f4c7,train,Male,,,NG,consumer_queries,Your female coursemate complains of itchy rash from allergic reaction and thinks she has Contact Dermatitis and is going to visit the nearest doctor. Question: ,"Can Contact Dermatitis become chronic or recur frequently? If so, what steps can i take to manage and prevent future flare-ups?","Can Contact Dermatitis become chronic or recur frequently? If so, what steps can i take to manage and prevent future flare-ups?",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v2,0
3b01a900c3c976e3b9601d54e88ff8f0faedb006aaf353d909f0c0b0b5b3f9f3,train,Male,Nursing,Intern,NG,consumer_queries,"Your female friend complains of skin damage, pain and thinks she has Burns and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.",what are the late complications of burns?,what are the late complications of burns?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
49371548c1a73189d9a4349ee84017f8901709ebf7f63a2b5f0913ab767714b4,test,Female,Other Health Professions,Student,NG,consumer_queries,"Your male neighbor complains of wound, fever and thinks he has Animal Bites (e.g., Rabies) and is going to visit the nearest doctor. Suggest an important question he might likely forget to ask. Please explain your question if needed. Don't ask generic questions.",What does rabies do human?,What does rabies do human?,,,,,,,,,crowdsourced,0.6,,,,,,,,,v2,0
80401147bc3c132fd60dcd57409704a2dc1e0a274d93ce344795ab74c7114cff,train,Female,Other Health Professions,Student,NG,consumer_queries,Your female friend complains of varied by disease and thinks she has Zoonotic Diseases and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.,"Are zoonotic disease viral, bacterial or fungal? Can it be transmitted and how? What can be done to stop the spread?Does she still need her pet? ","Are zoonotic disease viral, bacterial or fungal? Can it be transmitted and how? What can be done to stop the spread?Does she still need her pet? ",,,,,,,,,crowdsourced,0.2,,,,,,,,,v2,0
cf2f5439f13a14190b9ac3ce4183aac6d108782161bf0cf99161d42bd34dd05e,train,Female,Non-Health,Student,NG,consumer_queries,"Your female coworker complains of unusual bleeding, heavy menstrual flow and thinks she has Bleeding Disorders and is going to visit the nearest doctor. Question: ",Why do I have heavy menstrual flow?,Why do I have heavy menstrual flow?,,,,,,,,,crowdsourced,0.33,,,,,,,,,v2,0
a24f416b84c05ba344ecb1d3098c979559a14c4137de5c5bfe6116223965f2e5,test,Male,Non-Health,Consultant,KE,consumer_queries,Your male coworker complains of obsessive focus on perceived flaws and thinks he has Body dysmorphic disorder and is going to visit the nearest doctor. Question: ,What is the primary complaint of a patient with body dysmorphic disorder?,What is the primary complaint of a patient with body dysmorphic disorder?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
e176eb3aa9651369f31811f248188203ec955206d952f7062b05138a4668e8be,train,Female,Other Health Professions,Scientist,NG,consumer_queries,"Your female classmate complains of fever, weakness, stomach pain and thinks she has Typhoid Fever and is going to visit the nearest doctor. Question: ",Are treatments available to help me recover?,Are treatments available to help me recover?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
27f4d1174e8be59ab26194476d65f0f80e8d17974456f847b38e122004c4dfed,train,Male,Other Health Professions,Intern,NG,consumer_queries,Your coworker's child complains of running stomach and thinks she has Diarrheal Diseases and is going to visit the nearest doctor. Question: ,What specific steps should I take at home to manage my child's symptoms and prevent dehydration?,What specific steps should I take at home to manage my child's symptoms and prevent dehydration?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
de5a2405a7c297da1725a1691877dd22b260ec22321908cdc0588e1787237107,train,Female,Health Research,Researcher,ZA,consumer_queries,"Your female roommate complains of vision problems, muscle weakness and thinks she has Multiple Sclerosis (Less Common) and is going to visit the nearest doctor. Question: ",What is the prognosis for her condition and can she maintain the best possible quality of life?,What is the prognosis for her condition and can she maintain the best possible quality of life?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
cf5e3448553708507b5dabee2f3640d18958c5853dc52a2ad82f5f7a90c8f1a6,train,Male,Medicine,Student,NG,consumer_queries,"Your female classmate complains of rash, fever and thinks she has Measles and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.","How can I prevent the spread of Measles to others, and what precautions should I take to protect myself and those around me during my recovery?","How can I prevent the spread of Measles to others, and what precautions should I take to protect myself and those around me during my recovery?",,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
01b7f89a4a05333579ba7893d8eb13da1ee2e8643f64e5f07b9a353c8c3afe05,train,Female,,,NG,consumer_queries,Your female roommate complains of heavy menstrual bleeding and thinks she has Fibroids and is going to visit the nearest doctor. Question: ,Can I get rid of fibroid on my own?,Can I get rid of fibroid on my own?,,,,,,,,,crowdsourced,0.11,,,,,,,,,v2,0
1d859f48ea537d3fdef55e05580b0aefd9788e2d35e0f99ed886a5ece7b06472,train,Female,Laboratory Sciences,Technician,NG,consumer_queries,"Your male friend complains of eye redness, itchiness and thinks he has Eye Infections and is going to visit the nearest doctor. Question: ",can the eye infection still come back again after treatment?,can the eye infection still come back again after treatment?,,,,,,,,,crowdsourced,0.2,,,,,,,,,v2,0
1754c2795b13d0036821bfa6e35a935d5db10c26013a13f101d8a6ad714af9f9,train,Male,Medicine,Student,NG,consumer_queries,"Your male roommate complains of painful urination, discharge and thinks he has Genitourinary Infections and is going to visit the nearest doctor. Question: ",He should ask why a burning sensation it's felt anytime he decides to urinate.,He should ask why a burning sensation it's felt anytime he decides to urinate.,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
2c266b5f27ae4400bfe3776200bf92c7cf16428c0163ac860b3e683390694c27,test,Female,Medicine,Student,NG,consumer_queries,"Your female neighbor complains of chest pain, cough, fever and thinks she has Tuberculosis-Related Pleural Effusion and is going to visit the nearest doctor. Question: ","""What are the treatment options for Tuberculosis-Related Pleural Effusion, and what can I expect during the treatment process?""","""What are the treatment options for Tuberculosis-Related Pleural Effusion, and what can I expect during the treatment process?""",,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
e0d4f36b2d9819dc57558bcdffe074e5a969790a7671390f07ba1783b037a80d,test,Female,,,NG,consumer_queries,"Your male friend complains of headaches, dizziness and thinks he has Hypertension and is going to visit the nearest doctor. Suggest an important question he might likely forget to ask. Please explain your question if needed. Don't ask generic questions.","Considering my headaches and dizziness, are there any activities or situations I should avoid in the meantime, and when would it be safe to resume them?","Considering my headaches and dizziness, are there any activities or situations I should avoid in the meantime, and when would it be safe to resume them?",,,,,,,,,crowdsourced,0.01,True,,,,,,,,v2,0
acfb3dcf4451bf85fa1809a4f257e51f8696d95ae529117680235021f8ed0af4,test,Female,,,NG,consumer_queries,"Your female coworker complains of unusual bleeding, heavy menstrual flow and thinks she has Bleeding Disorders and is going to visit the nearest doctor. Question: ",Can I get rid of bleeding disorders on my own?,Can I get rid of bleeding disorders on my own?,,,,,,,,,crowdsourced,0.11,,,,,,,,,v2,0
e39275bd154962bad687911860691c297a4e8c5a93fac919a436616987471483,train,Female,Medicine,Student,NG,consumer_queries,"Your female coursemate complains of lump in breast, changes in skin and thinks she has Breast Cancer and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.",Is there a community of women that support other women with breast cancer ,Is there a community of women that support other women with breast cancer ,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
df09f6a621f6d530b68c08eb565011cf5a9b2bce691be8f7afcd7a402e6d0d30,train,Female,Nursing,Licensed Professional,NG,consumer_queries,"Your female flatmate complains of jaundice, abdominal pain and thinks she has Hepatitis and is going to visit the nearest doctor. Question: ","Is hepatitis a terminal disease? If so, what should I prepare for and how best can I handle it?","Is hepatitis a terminal disease? If so, what should I prepare for and how best can I handle it?",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v2,0
94ac768e8be5cd244c2e23c9e4f7230436ee27ac980414cc64273f66f83a564b,test,Female,Non-Health,Other,NG,consumer_queries,"Your female coworker complains of fever, severe headache and thinks she has Ebola and is going to visit the nearest doctor. Question: ","What specific precautions should I take to prevent the spread of Ebola to others, especially if my symptoms are confirmed to be caused by the virus?"" ","What specific precautions should I take to prevent the spread of Ebola to others, especially if my symptoms are confirmed to be caused by the virus?"" ",,,,,,,,,crowdsourced,0.2,True,,,,,,,,v2,0
18d9413d8db0627bf69e2004d85b828dd028f85b15bcdaade08244cc73d71ab7,train,Female,,,NG,consumer_queries,"Your female flatmate complains of swallowing difficulties, chest pain and thinks she has Esophagitis and is going to visit the nearest doctor. Question: ",Are there any warning signs I should be aware of that might indicate a more serious condition related to my swallowing difficulties and chest pain?,Are there any warning signs I should be aware of that might indicate a more serious condition related to my swallowing difficulties and chest pain?,,,,,,,,,crowdsourced,0.01,True,,,,,,,,v2,0
926f33c5f251fa836614f28eb4f01f4f5cfa8086b9885260e03f2d7b7afd176c,train,Female,,,ZA,consumer_queries,Your male classmate complains of sudden panic attacks and thinks he has Panic Disorder and is going to visit the nearest doctor. Question: ,"What causes panic attacks, how can one avoid them. If you have what are the best treatments to treat it? ","What causes panic attacks, how can one avoid them. If you have what are the best treatments to treat it? ",,,,,,,,,crowdsourced,0.07,True,,,,,,,,v2,0
3ec8ea9a1b2076d61c1cc802bb6deb01bac54b632793b606bde22d0b60246662,train,Female,,,NG,consumer_queries,"Your female classmate complains of swollen, twisted veins and thinks she has Varicose Veins and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.","""Are there any lifestyle changes or preventive measures I can take to manage or prevent varicose veins in the future?""","""Are there any lifestyle changes or preventive measures I can take to manage or prevent varicose veins in the future?""",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v2,0
024269e6bcf89e139b63b8fd088a4d455a8ab1847cd4ce1e1cd4b6e40dbfef7e,train,Female,Health Research,Other,ZA,consumer_queries,"Your male colleague complains of diarrhea, abdominal pain, vomiting and thinks he has Gastroenteritis and is going to visit the nearest doctor. Question: ",When should I seek medical attention again?,When should I seek medical attention again?,,,,,,,,,crowdsourced,0.22,,,,,,,,,v2,0
709b8d98cb3e7e4a2d16e8a13f6884a66814323913ebbeed1bf29405b4816c4f,test,Male,Non-Health,Consultant,KE,consumer_queries,"Your female friend complains of weakness, paralysis and thinks she has Guillain-Barré Syndrome and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.",What is the biggest concern for Guillain-Barré syndrome?,What is the biggest concern for Guillain-Barré syndrome?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v2,0
