sample_id,question,rationale,answer,A,B,C,D,E,outputs,preds,BERTScore_Precision,BERTScore_Recall,BERTScore_F1,ROUGE-1,ROUGE-2,ROUGE-L,correct
e9b16ec9de53a00ab4f3759d58fafac4d5ae49081702b0fde7d474d21137f378,"A 34-year-old man comes to the office because of a 1-month history of diarrhea. He has a history of pheochromocytoma treated 2 years ago. His mother is being treated for a tumor of her parathyroid gland. He has no other history of major medical illness and takes no medications. His temperature is 37.0°C (98.6°F), pulse is 84/min, respirations are 10/min,and blood pressure is 120/75 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Vital signs are within normal limits. Physical examination shows a 3-cm, palpable mass on the right side of the neck. A biopsy specimen of the mass shows a neuroendocrine neoplasm of parafollicular cell origin. The most likely cause of the findings in this patient is a mutation in which of the following types of genes?","The correct answer is (D) Proto-oncogene. Mutations in proto-oncogenes can lead to their conversion into oncogenes, which promote uncontrolled cell growth and proliferation, ultimately resulting in tumor formation. In this case, the presence of a neuroendocrine neoplasm suggests the activation of oncogenes, likely due to a mutation in a proto-oncogene.",D,Cell cycle regulation gene,DNA mismatch repair gene,Metastasis suppressor gene,Proto-oncogene,Tumor suppressor gene,"D

Explanation: The patient's history of pheochromocytoma and the presence of a neuroendocrine neoplasm suggest a hereditary syndrome, such as Multiple Endocrine Neoplasia type 2 (MEN 2), which is associated with mutations in the RET proto-oncogene.",D,0.8563593,0.8678838,0.862083,0.31999999507200005,0.11904761418650814,0.2933333284053334,True
bf81ae42e1284833f2f295fd464990b6a907e3bed30c0c1fe33eb0ec7ea093f3,A 62-year-old man with a prosthetic aortic valve develops fevers and malaise. His valve was replaced 5 years ago because of aortic stenosis from a bicuspid valve. He has a systolic ejection murmur but no other abnormalities on examination. Blood cultures are most likely to grow which of the following?,S. epidermidis is still the most frequent early and late cause of endocarditis in patients with prosthetic heart valves. The other organisms are seen less frequently in late prosthetic valve endocarditis.,D,Fungi,Bartonella,Diptheroid,Staphlococcus epidermidis,Streptococcus bovis,"D. Staphylococcus epidermidis

Rationale: Patients with prosthetic heart valves are at increased risk for infection with organisms that are part of the normal skin flora, such as Staphylococcus epidermidis, especially within the first year after surgery. While the other organisms listed can cause infections in various contexts, S. epidermidis is the most likely to be found in this scenario given the patient's history and the time since valve replacement.",D,0.8476676,0.8841672,0.8655328,0.39999999566505196,0.14285713860891305,0.35294117213564025,True
a242877fe16119bb57d356781330769912615d50637e8e7bbc2c378516ed44ff,"In African communities where traditional healing practices are prevalent, a patient presents with symptoms of persistent, intrusive memories, nightmares, flashbacks, emotional distress, and avoidance of trauma-related stimuli. Which of the following is the most likely diagnosis?","Post-traumatic stress disorder may be underdiagnosed and undertreated in African communities due to stigma and reliance on traditional healing practices, emphasizing the need for culturally competent assessment and intervention strategies.",C,Panic disorder,Generalized anxiety disorder (GAD),Post-traumatic stress disorder (PTSD),Social anxiety disorder,Obsessive-compulsive disorder (OCD),"C. Post-traumatic stress disorder (PTSD)

Rationale: The symptoms described are characteristic of PTSD, which often occurs after experiencing or witnessing a traumatic event. The other disorders listed do not typically include a combination of persistent, intrusive memories, nightmares, flashbacks, emotional distress, and avoidance of trauma-related stimuli as their primary symptoms.",C,0.8318382,0.8470457,0.8393731,0.10958903636704843,0.051282046610782804,0.10958903636704843,True
19b7ad8cdf48b9f7496d080eeb230484ecf4a35bfd2fb0ba08d273710085532a,True in the laboratory diagnosis of alcoholic fatty liver and alcoholic hepatitis,"In the laboratory diagnosis of alcoholic fatty liver and alcoholic hepatitis, the AST (aspartate aminotransferase) to ALT (alanine aminotransferase) ratio is usually greater than 1. This means that the AST levels are higher than the ALT levels. This is a characteristic finding in these conditions and can help differentiate them from other liver diseases. The increased AST levels suggest liver damage, while the increased ALT levels indicate ongoing inflammation. Therefore, a higher AST/ALT ratio is indicative of alcoholic liver disease.",C,"AST is increased two to sevenfold, >400 IU/L, greater than ALT","ALT is increased two – to sevenfold, >400 IU/L",AST / ALT is usually >1,Bilirubin is increased associated with marked elevation in alkaline phosphatase,AST / ALT is usually <1,"E

Rationale: In alcoholic liver disease, the AST/ALT ratio is usually greater than 2:1, which is less than sevenfold, but it is still significantly elevated compared to the normal ratio of 1:1.",E,0.86532384,0.84297705,0.8540043,0.29999999552812506,0.1142857101242632,0.27499999552812504,False
e7e15aad668742e88d738c85473ddb63e3be08cab27277d14764f1d394bc4e68,"An 8-month-old girl presents with a rapidly increasing head circumference that crosses 2 growth curves within 4 weeks. Her vital signs are normal. The physical examination shows papilledema. A brain MRI shows a posterior fossa mass obliterating the fourth ventricle and leading to obstructive hydrocephalus, but no signs of impending herniation. The World Health Organization currently divides this type of tumor into how many subtypes?","Histologically, the World Health Organization (WHO) divides medulloblastoma into 5 types based on genetic profile and histology.

The types are (i) WNT-activated with classic histology, (ii) SHH-activated (wild-type TP53), with classic, desmoplastic/nodular, or large-cell/anaplastic histology, (iii) SHH-activated (mutant TP53), with classic or large-cell/anaplastic histology, (iv) non-WNT/non-SHH, group 3, with classic or large-cell anaplastic histology, and (v) non-WNT/non-SHH, group 4, with classic or large-cell/anaplastic histology.

Classic histology is defined by sheets of small, round, blue cells with high nuclear-to-cytoplasmic ratio and neuroblastic differentiation. Desmoplastic nodular histology demonstrates nodules of tumor cells with neurocytic differentiation on a collagen-rich matrix. Large-cell anaplastic histology is characterized by large cells with abundant cytoplasm and prominent nucleoli; they have a high mitotic index and are aggressive.

Current medulloblastoma subgrouping differs from the WHO classification system. The former divides MB into four subgroups: (1) WNT, wingless, (2) SHH, sonic hedgehog, (3) non-SHH/WNT Group 3, and (4) non-SHH/WNT Group 4.",E,1,2,3,4,5,"C. 3

The World Health Organization (WHO) classifies pediatric brain tumors into three main subtypes: embryonal tumors, glial tumors, and non-glial tumors. This classification helps in determining the prognosis and treatment strategies for the patients.",C,0.87185353,0.7849385,0.82611626,0.13636363276974298,0.035087716112308355,0.13636363276974298,False
1fd3fa3a9b3c438227c8e2bace4f2baa9be973fabfe740160d53cbb09cec3f7b,"A 24-year-old woman presents with severe pain during menses (dysmenorrhea). To treat her symptoms, you advise her to take indomethacin.This drug may reduce her pain because it interferes with the production ofwhich one of the following substances?","Certain drugs are important in thecontrol of acute inflammation because they inhibit portions of the metabolicpathways involving arachidonic acid. For example, corticosteroids inducethe synthesis of lipocortins, a family of proteins that are inhibitors of phospholipase A2. They decrease the formation of arachidonic acid and itsmetabolites, prostaglandins, and leukotrienes. Aspirin, indomethacin, andother nonsteroidal anti-inflammatory drugs (NSAIDs), in contrast, inhibitcyclooxygenase and therefore inhibit the synthesis of prostaglandins andthromboxanes. The prostaglandins have several important functions. Forexample, prostaglandin E2 (PGE2), produced within the anterior hypothalamus in response to IL-1 secretion from leukocytes, results in fever. Thereforeaspirin can be used to treat fever by inhibiting PGE2 production. PGE2 is alsoa vasodilator that can keep a ductus arteriosus open. At birth, breathingdecreases pulmonary resistance and reverses the flow of blood through theductus arteriosus. The oxygenated blood flowing from the aorta into the ductus inhibits prostaglandin production and closes the ductus arteriosus.Therefore, PGE2 can be given clinically to keep the ductus arteriosus open,while indomethacin can be used to close a patent ductus. Prostaglandin F2(PGF2) causes uterine contractions, which can result in dysmenorrhea.Indomethacin can be used to treat dysmenorrhea by inhibiting the production of PGF2. Bradykinin is a nonapeptide that increases vascular permeability, contracts smooth muscle, dilates blood vessels, and causes pain. It is partof the kinin system and is formed from high-molecular-weight kininogen(HMWK). Histamine, a vasoactive amine that is stored in mast cells, basophils,and platelets, acts on H1 receptors to cause dilation of arterioles and increasedvascular permeability of venules.",E,Bradykinin,Histamine,Leukotrienes,Phospholipase A,Prostaglandin F2,"E

Rationale: Indomethacin is a nonsteroidal anti-inflammatory drug (NSAID) that works by inhibiting the production of prostaglandins, which are involved in the process of inflammation and pain. Prostaglandins are known to cause uterine contractions and increase the intensity of dysmenorrhea. By reducing the production of prostaglandins, indomethacin can alleviate the pain associated with menstrual cramps.",E,0.8770877,0.79839295,0.83589226,0.24365481892241495,0.057347667263267586,0.24365481892241495,True
8b62b1d7cf435545a347ade3b2f0b02fe28f974ffe0829dd183d0c64649ebd4d,"Which condition is characterized by the accumulation of fatty deposits (plaques) in the arteries, leading to reduced blood flow to the heart muscle?","Atherosclerosis is a cardiovascular condition characterized by the buildup of plaques (fatty deposits, cholesterol, and cellular debris) in the arterial walls, narrowing blood vessels and impairing blood flow.",B,Arrhythmia,Atherosclerosis,Angina pectoris,Heart failure,Cardiomyopathy,"B. Atherosclerosis

Rationale: Atherosclerosis is the condition where fatty deposits, known as plaques, build up inside the arteries, which can lead to reduced blood flow to various organs, including the heart muscle. This matches the description given in the question.",B,0.8776896,0.8994883,0.8884553,0.27118643579431206,0.09090908607438043,0.2372881307095663,True
d7d3f5442fe65917a12492c136e955f09f02f1afce68a07da19b751250a859a8,"When performing a pelvic examination, the nurse observes a red swollen area on the right side of the vaginal orifice. The nurse would document this as enlargement of which of the following?",Bartholin’s glands are the glands on either side of the vaginal orifice. The clitoris is female erectile tissue found in the perineal area above the urethra. The parotid glands are open into the mouth. Skene’s glands open into the posterior wall of the female urinary meatus.,D,Clitoris,Parotid gland,Skene’s gland,Bartholin’s gland,None of the above,"D. Bartholin’s gland

Rationale: The Bartholin's glands are located on either side of the vaginal orifice and are responsible for secreting mucus to lubricate the vagina. A red swollen area in this location is indicative of a Bartholin's gland cyst or abscess, which is an enlargement of this gland. The other options are not located near the vaginal orifice and would not be documented as enlargement in this area.",D,0.8434875,0.85406786,0.84874475,0.3544303749783689,0.13333332857324282,0.3037974635859638,True
0666368a3afdc0d6ffefe9d3be10e2cf660d5c53e48d5272646994296e2ac4c2,"A patient presents with symptoms of excessive thirst, frequent urination, and unexplained weight loss. Laboratory tests reveal hyperglycemia, ketonuria, and metabolic acidosis. Which of the following conditions is the most likely diagnosis?","Diabetic ketoacidosis (DKA) is a serious complication of diabetes mellitus characterized by hyperglycemia, ketonuria, and metabolic acidosis. It typically occurs in individuals with type 1 diabetes mellitus due to a severe deficiency of insulin, leading to increased breakdown of fats for energy, resulting in the production of ketones. The symptoms of excessive thirst, frequent urination, and unexplained weight loss are classic signs of diabetes mellitus. Addison's disease is characterized by adrenal insufficiency and presents with symptoms such as fatigue, weight loss, and electrolyte disturbances, but it does not typically present with",B,Hypoparathyroidism,Diabetic ketoacidosis,Cushing's syndrome,Addison's disease,N/A,"B. Diabetic ketoacidosis

Rationale: The symptoms and laboratory findings of excessive thirst, frequent urination, unexplained weight loss, hyperglycemia, ketonuria, and metabolic acidosis are characteristic of diabetic ketoacidosis, a serious complication of diabetes mellitus.",B,0.9120375,0.87521875,0.89324886,0.469387750853811,0.28813558926745186,0.4081632610578926,True
74741a77e1ff961458aaff3cca5203f33a44517c72e15545a77ce1a60a22b9f0,A child is experiencing absence seizures that interrupt his ability to pay attention during school and activities. Which of the following therapies would be most appropriate for this patient?,"The patient has had many seizures that interrupt his ability to pay attention during school and activities, so therapy is justified. Monotherapy with primary agents is preferred for most patients. The advantages of monotherapy include reduced frequency of adverse effects, fewer interactions between antiepileptic drugs, lower cost, and improved compliance. Carbamazepine and diazepam are not indicated for absence seizures",A,Ethosuximide,Carbamazepine,Diazepam,Carbamazepine plus primidone,Watchful waiting,"A. Ethosuximide

Ethosuximide is the first-line treatment for absence seizures, which are characterized by brief, sudden lapses in attention. It is specifically effective in treating this type of seizure without the side effects that are more commonly associated with other anticonvulsants.",A,0.844773,0.8460783,0.8454252,0.18181817698347122,0.02040815843398698,0.11363635880165311,True
e6583907721e1807538ce98c918898d9f9ffd93e95381ae729134810b9587c2e,"A 21-year-old woman is brought to the emergency department by the police after attempting to break into a neighbor’s house at 2 AM. Her appearance is disheveled, and she appears highly restless. She speaks quickly, saying that she “needed to discuss a world domination plan” with her neighbor immediately and that it “could not wait.” She says she has been working on this for a while and has not needed sleep since last week. The patient demands to leave and becomes angry. The evaluation is stopped when the patient attempts to hit any staff that tries to approach her. She is afebrile, blood pressure is 150/80 mmHg, the pulse is 99/min, and the respiratory rate is 24/min. A urinary drug screen is negative. Which of the following medications represents the next most appropriate step in the management of this patient?","Antipsychotics such as olanzapine are used in the management of acute mania characterized by psychosis and increasing agitation due to their fast-acting potential and ability to be administered as an intramuscular injection.

Carbamazepine may be used in the management of the bipolar disorder. However, it requires oral administration and would, therefore, be unsuitable for use in an aggressive and non-compliant patient.

Valproate may be used in the management of the bipolar disorder. However, it requires oral administration and would, therefore, be unsuitable for use in an aggressive and non-compliant patient.

Lamotrigine is an anticonvulsant used for bipolar depressive episodes and bipolar maintenance phase. This patient is experiencing a bipolar manic episode instead.",B,Carbamazepine,Olanzapine,Lamotrigine,Valproate,Diazepam,"E. Diazepam

Rationale: The patient's presentation is suggestive of acute psychosis or a manic episode, likely due to substance abuse given the negative urinary drug screen. Diazepam, a benzodiazepine, is appropriate for the immediate management of agitation and potential self-harm, as it has a rapid onset of action and can help to calm the patient.",E,0.8574248,0.8453882,0.85136396,0.32075471206835177,0.044776114591223506,0.283018863011748,False
cf4105f28910326215f9a3b71d29d9848f9f3e380bab6a3d50307c48ab5437c9,"
Of the following, which is the most likely cause of hemodynamically
significant lower gastrointestinal bleeding in a 6-month-old male child?

","The most likely cause of hemodynamically significant lower gastrointestinal bleeding in a 6-month-old male child is:
a. Meckel's diverticulum
c. Intussusception

Intussusception involves the telescoping or invagination of one segment of the intestine into another, typically occurring at the ileocolic junction. It can cause significant lower gastrointestinal bleeding, leading to hemodynamic instability.

While Meckel diverticulum (option a) can also cause lower gastrointestinal bleeding, it is less common in infants of this age compared to intussusception.

Therefore, options a  and c, are the most likely cause of hemodynamically significant lower gastrointestinal bleeding in a 6-month-old male child.",A,Meckel diverticulum,Henoch-Schonlein purpura,Intussusception,Crohn’s colitis,Hemolytic uremic syndrome,"A. Meckel's diverticulum

Rationale: Meckel's diverticulum is the most common cause of lower gastrointestinal bleeding in children and can present with significant hemodynamic instability due to the amount of blood loss.",A,0.9015297,0.85662735,0.8785052,0.40909090483729343,0.1308411175438904,0.2954545412009298,True
49c87b6304690a7d923bd74031f87f236770d06e38761805828efb85695ba22c,"In the pancreas,which of the following cells secrete insulin which decrease blood glucose levels?",The beta cells of the islets of Langerhans secretes insulin which lowers blood glucose levels ,B,Alpha,Beta,Gamma,Delta,Epsilon,"B. Beta

Rationale: Beta cells are the ones in the pancreas that produce and secrete insulin, which is the hormone responsible for lowering blood glucose levels. Alpha, Gamma, Delta, and Epsilon cells have different functions within the pancreas.",B,0.84809244,0.87474704,0.86121356,0.26666666238024694,0.07999999596800021,0.26666666238024694,True
a7f6969f7da855ba6e1579870c60e38cd511a7fb3ada07055e8e2f5a88dcd02a," A 60-year-old African patient presents with a history of chronic abdominal pain, weight loss, and diarrhea. Colonoscopy reveals multiple, discrete, ulcerated lesions throughout the colon. Biopsy demonstrates non-caseating granulomas. Which of the following conditions is most likely responsible for this presentation?","Crohn's disease is characterized by transmural inflammation of the gastrointestinal tract, leading to symptoms such as abdominal pain, weight loss, and diarrhea, along with characteristic non-caseating granulomas on biopsy.",A,Crohn's disease,Ulcerative colitis,Diverticulitis,Colorectal carcinoma,Ischemic colitis,"A. Crohn's disease

Rationale: The presence of non-caseating granulomas on biopsy is characteristic of Crohn's disease, which can affect any part of the gastrointestinal tract and often presents with symptoms like chronic abdominal pain, weight loss, and diarrhea. The description of multiple, discrete, ulcerated lesions throughout the colon is also consistent with Crohn's disease. The other conditions listed do not typically present with non-caseating granulomas.",A,0.87772167,0.9146311,0.89579636,0.45569619788495436,0.22222221793580252,0.3797468307963468,True
46bcda071286c632026d5943f55fc1a1d26cbb098efb7ec5953295ca5257216f,"If you find that a 25 –year- old patient with amenorrhea of 18 weeks duration
had an elevated serum hCG, and absent fetal heart & movement and uterine
size 28 weeks which of the following would be the most likely diagnosis ?
 ","B. Hydatiform mole -As it can present with elevated serum hCG levels, absence of fetal heart activity, and uterine enlargement. However, a mole typically presents with other characteristic features such as grape-like cysts on ultrasound.",B,Normal pregnancy,Hydatiform mole,Twin pregnancy,Missed abortion,Ovarian carcinoma (primary),"B. Hydatiform mole

Rationale: The symptoms described are indicative of a hydatidiform mole, which is characterized by an elevated serum hCG, absence of fetal heart and movement, and uterine size larger than what would be expected for the gestational age (28 weeks instead of 25). This condition is a type of gestational trophoblastic disease and does not result in a viable pregnancy.",B,0.85352695,0.8906623,0.87169933,0.27906976271227696,0.14736841645650983,0.27906976271227696,True
5f0645e8807256d8b64c1b7c8d7b548866578ed21a214d591e71faec68e2c21b,"Regarding achalasia of the oesophagus, the following statements are true, except:","The incorrect statement regarding achalasia of the esophagus is calcification of the mucosal lining is usually demonstrated on CT. Esophageal mucosal lining calcification is uncommon in achalasia. While CT scans help diagnose achalasia, they typically wouldn't show calcification of the lining.",B,It may be associated with patchy alveolar opacities on chest radiograph,Calcification of the mucosal lining is usually demonstrated on CT,An air-fluid level may be seen in the oesophagus,It is characterized by absence of gastric air bubble in long-standing cases,It may be complicated by carcinoma,"C. An air-fluid level may be seen in the oesophagus

Rationale: Achalasia of the esophagus is characterized by the failure of the lower esophageal sphincter to relax and by the absence of normal peristalsis in the esophageal body. This leads to a dilated esophagus and trapped food, not an air-fluid level which is more indicative of conditions like pyloric stenosis or gastric outlet obstruction.",C,0.8457601,0.85516524,0.8504366,0.13333332865422237,0.06315789002991724,0.13333332865422237,False
490f93b9b43a60b3665f0b7b2372d1f7837b46a29c61249e068cee61225c2e34,"A patient presents with a large wound to his right forearm that is theresult of a chain saw accident. You treat his wound appropriately and follow him in your surgery clinic at routine intervals. Initially his wound isfilled with granulation tissue, which is composed of proliferating fibroblasts and proliferating new blood vessels (angiogenesis). Which of the following substances is thought to be the most important growth factorinvolved in angiogenesis?","Angiogenesis (bloodvessel formation in adults) is a complex process that involves many differentcells and substances. It may be initiated from endothelial precursor cells inthe bone marrow or from pre-existing blood vessels. In either event, perhapsthe most important growth factor is vascular endothelial growth factor(VEGF). It together with nitric oxide cause vasodilation and increasedvascular permeability, which are the first steps in angiogenesis from preexisting vessels. VEGF, which is secreted by many mesenchymal and stromalcells, also stimulates endothelial cell migration and proliferation.Other growth factors are also involved in angiogenesis. For example,once new blood vessels are formed they are fragile and must become“stabilized,” a process that involves platelet derived growth factor (PDGF) andtransforming growth factor-beta (TGF-β). PDGF, which is found in platelets,activated macrophages, endothelial cells, and smooth muscle cells, can alsocause migration and proliferation of fibroblasts, smooth muscle cells, andmonocytes. TGF-β, produced by platelets, endothelial cells, T cells, andmacrophages, stabilizes new blood vessels by increasing the production ofextracellular matrix proteins. It is also associated with fibrosis. In low concentrations it causes the synthesis and secretion of PDGF, but in high concentrations it inhibits growth due to inhibition of the expression of PDGF receptors.Finally, the epidermal growth factor family includes epidermal growthfactor (EGF) and transforming growth factor alpha (TGF-alpha). Thesesubstances can cause proliferation of many types of epithelial cells andfibroblasts. The EGF receptor is c-erb B1.",E,Epidermal growth factor (EGF),Platelet-derived growth factor (PDGF),Transforming growth factor-alpha (TGF-α),Transforming growth factor-beta (TGF-β),Vascular endothelial growth factor (VEGF),"E. Vascular endothelial growth factor (VEGF)

Rationale: VEGF is the most important growth factor involved in angiogenesis, which is the process of new blood vessel formation. This is crucial in wound healing, especially in a large wound where adequate blood supply is necessary for tissue repair and regeneration.",E,0.87148535,0.8046304,0.8367246,0.19101123259689437,0.05577688948746862,0.1797752775407146,True
1f11d94dfd1c244f397fb6d92edf6d09c352e7315248d80a0bd4e39b249a0810,What are the most important risk factors in the development of alcoholic liver disease,The most important risk factors in the development of alcoholic liver disease are the quantity and duration of alcohol consumption. This means that the amount of alcohol consumed and the length of time it is consumed are key factors in determining the risk of developing this disease.,D,Quantity and gender,Duration and gender,Gender and Hepatitis C,Quantity and duration,gender only,"D. Quantity and duration

Rationale: Alcoholic liver disease is primarily influenced by the amount of alcohol consumed (quantity) and the length of time alcohol has been consumed (duration). While gender may play a role in susceptibility, it is not considered a primary risk factor. Hepatitis C is a separate risk factor for liver disease, not directly related to alcohol consumption.",D,0.8758085,0.9135632,0.8942875,0.4155844107741609,0.23529411274125347,0.389610384800135,True
12fbcd42cf5152f13cc2b010fe835b83382ee50a39bd9fd3be0f8dea8bbebd70,Which of the following is a common complication of diabetes mellitus in African populations?,"Diabetes mellitus can lead to various complications, including retinopathy, ketoacidosis, nephropathy, and neuropathy, particularly in poorly controlled cases prevalent in African populations.",E,Diabetic nephropathy,Diabetic retinopathy,Diabetic ketoacidosis,Diabetic neuropathy,All of the above,"E. All of the above

Rationale: Diabetes mellitus can lead to various complications regardless of the population. African populations are not exempt from the common complications associated with diabetes, which include diabetic nephropathy (kidney damage), diabetic retinopathy (eye damage), diabetic ketoacidosis (a serious condition that occurs when the body starts breaking down fat at an excessive rate), and diabetic neuropathy (nerve damage).",E,0.8559549,0.91953695,0.88660747,0.24324323917823232,0.14999999612812512,0.21621621215120532,True
cefb5ac95ee6db893658f5c00162a24cd9e0defc6e712f2b271e092151f71ad6,"A 79yr old gentleman presents with a 1 day history of palpitations and light headedness to A&E. He states he has had similar episodes over the last few years, but they always went away after a short time and were never this bad. His BP is 146/81, and pulse rate 120bpm. Chest is clear, heart sounds normal but his pulse is irregularly irregular. There is no peripheral oedema. He has a PMH of: IHD, HTN and gout. He is normally fit and well, and enjoys walking with his wife. ECG shows an irregularly irregular rhythm, with no clear p waves. There are no obvious signs of ischaemia. Bloods and CXR grossly normal. What is the most suitable initial treatment for this man’s presentation?","The  most suitable initial treatment for this man's presentation would be to control his heart rate and manage his symptoms. Considering his symptoms of palpitations and light-headedness, along with the irregularly irregular rhythm on ECG, it suggests atrial fibrillation. In this case, the initial treatment would involve rate control to reduce the heart rate and alleviate symptoms. This can be achieved through medications such as beta-blockers or calcium channel blockers. It's important for him to consult a healthcare professional for a proper evaluation and guidance regarding treatment options.",E,Aspirin 300mg and clopidogrel 300mg,Metoprolol 50mg,Digoxin 125microgram,Apixaban 5mg BD,Refer to cardiologist,"B. Metoprolol 50mg

Rationale: The patient's symptoms and ECG findings are suggestive of atrial fibrillation (AF), which is a common arrhythmia in the elderly and can present with palpitations and lightheadedness. Metoprolol, a beta-blocker, is appropriate for rate control in AF, especially given the patient's symptoms and the absence of signs of heart failure or ischemia. Aspirin and clopidogrel are more appropriate for anticoagulation, which is not the immediate concern here. Digoxin is not typically used for rate control in AF. Apixaban is an anticoagulant, which would be considered after rate control and assessment of stroke risk. Referral to a cardiologist is an option, but given the clear presentation and the availability of initial treatment, starting with Metoprolol is appropriate.",B,0.84315133,0.8834498,0.8628303,0.2978723354680348,0.04232803740208898,0.21276595248931154,False
368b381a9422be308ab1722696b26d25d085e7174c11f0b56db272d1493e370f,"If you administer nitro to a patient with ST elevation in leads 2,3, and aVF, you should be prepared to?","Administering nitro to a patient with ST elevation in leads 2, 3, and aVF can cause a drop in blood pressure. Nitro is a vasodilator that relaxes the blood vessels, leading to decreased blood pressure. Therefore, if the blood pressure drops after administering nitro, it is important to administer a bolus of normal saline to increase fluid volume and stabilize the blood pressure. This is necessary to ensure adequate perfusion to the vital organs and prevent further complications.",A,Administer a bolus of normal saline if the blood pressure drops,"Change to morphine, as nitro is rarely successful",Start a dopamine drip if the pt becomes hypotensive,Treat the pt for congestive heart failure,treat patient for arrhythmias,"A. Administer a bolus of normal saline if the blood pressure drops

Rationale: Nitroglycerin (nitro) can cause hypotension, especially in patients with myocardial ischemia. If the patient's blood pressure drops significantly after administration, a bolus of normal saline may be necessary to maintain adequate perfusion.",A,0.88631856,0.8741291,0.8801816,0.4175824128003865,0.19999999547768607,0.3736263688443425,True
e1f06bc0f54ece952c3c84876a19b7e5190ba5ccffa3ad3fb4d6b570810e3009,"Which of the following is a common symptom of urinary tract infection (UTI) in adult women?
","The correct answer is (B) Frequent urination. Frequent urination, along with burning during urination and urgency, is a common symptom of UTI in adult women.",B,Chest pain b)  c)  d),Frequent urination,Vision changes,Swollen ankles,Dry mouth,"B. Frequent urination

Rationale: Frequent urination is a common symptom of urinary tract infections (UTIs) because the infection causes irritation and inflammation in the urinary tract, leading to a strong and frequent urge to urinate.",B,0.88476133,0.8966838,0.8906827,0.3599999950720001,0.17543859161588196,0.31999999507200005,True
490cb68dfb566a5df81eea93c6b96dd5f79c6af39369238a7879746dd4cf873c,"A 67-year-old woman presents with episodes of severe breathlessness that wake her up at night and tiredness after climbing a few steps. Physical examination shows increased jugular venous pressure, bilateral rales, and pedal edema. The provider prescribes a loading dose of digoxin 0.5 mg orally in divided dosages over 24 hours. What is the most common and earliest adverse reaction to digoxin?","Nausea, vomiting, and anorexia are common early adverse reactions to digoxin administration. Paresthesia (a sensation of numbness or tingling) is an uncommon adverse reaction to digoxin administration.

Dry eye is an uncommon adverse reaction to digoxin administration.

However, yellow-green halos around images, flashes of light, diplopia (double vision), and photophobia (unusual intolerance of light) are common adverse reactions.

Dizziness and vertigo are adverse reactions; however, they are not early reactions.",B,Paresthesia,Nausea and anorexia,bradycardia,Dry eyes,Dizziness and vertigo,"C. bradycardia

Rationale: Digoxin is a cardiac glycoside that increases the force of myocardial contraction and slows the heart rate. The earliest and most common adverse reaction to digoxin is bradycardia, which is a slower than normal heart rate. This occurs because digoxin can increase vagal tone on the heart, leading to a decrease in heart rate.",C,0.82772416,0.83591473,0.8317993,0.17977527589950779,0.0720720670822177,0.17977527589950779,False
dccf9c9d2199b735ea5be56369ff90bd8c9620f33db71fed230f3255fa55af4f,"A 45-year-old woman presents to the emergency department with severe shortness of breath. Chest X-ray reveals an extensive area of consolidation in her left lung and she is diagnosed with pneumonia. The hospital lab obtains sputum sample for gram staining and culture. Preliminary microscopy shows encapsulated, lancet-shaped, gram-positive diplococci. Which is the most likely causative organism?","Streptococcus pneumoniae is the most common cause of community-acquired pneumonia. The bug is typically described as an encapsulated, lancet-shaped, gram-positive diplococci. This is the most accurate organism to fit the patient's clinical scenario and lab findings.",B,Klebsiella pneumoniae,Streptococcus pneumoniae,Haemophilus influenzae,Staphylococcus aureus,Pseudomonas Aeruginosa,"B. Streptococcus pneumoniae

Rationale: The description of encapsulated, lancet-shaped, gram-positive diplococci is characteristic of Streptococcus pneumoniae, which is a common cause of bacterial pneumonia.",B,0.90340996,0.8950349,0.89920294,0.4705882305267205,0.21428570944515316,0.4705882305267205,True
6a8d565ec8126c58cd2559040316da586f6eecb2571b5061da0ccdeccc3a1df8,"Following an upper respiratory tract infection, an 8-year-old boy experiences abdominal pain along with palpable purpura affecting his buttocks and shins. Additionally, there are small quantities of petechiae present. His mother further notes the passage of red urine. The most likely explanation of the purpura is:",Palpable purpura is a feature of this condition but not of thrombocytopenic purpura. The distribution of the purpura is also highly suggestive. Henoch–Schönlein purpura is due to a leucocytoclastic vasculitis and often follows an upper respiratory tract infection. Abdominal pain is a common feature whereas haematuria is less common. Arthritis is another common feature.,B,Autoimmune thrombocytopenic purpura,Henoch–Schönlein purpura,Disseminated intravascular coagulation,Post-infection thrombocytopenic purpura,Cryoglobulinaemia,"B

Rationale: The symptoms described are characteristic of Henoch–Schönlein purpura (HSP), which often follows an upper respiratory tract infection and presents with palpable purpura, abdominal pain, and renal involvement (as suggested by the red urine). HSP is a small-vessel vasculitis commonly seen in children. The other options do not fit as well with the clinical picture provided.",B,0.86272496,0.8616502,0.8621872,0.3736263687622268,0.15238094740317473,0.35164834678420487,True
